undirected weighted
536 72 1591
536 539 1139
536 443 1036
536 1 549
537 804 932
537 999 502
537 10 1621
537 944 1228
538 587 1384
538 714 504
538 713 1021
538 853 1315
539 473 896
539 242 1034
539 767 1497
539 412 1512
540 71 306
540 226 757
540 235 1793
540 976 597
541 633 1291
541 203 1100
541 783 941
541 679 1052
542 497 973
542 137 1257
542 720 2355
542 419 176
543 72 1070
543 429 1473
543 698 481
543 816 506
544 273 558
544 206 1425
544 253 148
544 875 1312
545 572 532
545 161 1636
545 988 1614
545 457 441
546 622 604
546 980 208
546 732 1471
546 834 1399
547 330 886
547 815 1367
547 780 759
547 362 625
548 715 788
548 205 863
548 141 243
548 638 582
549 536 1158
549 631 1533
549 300 1101
549 78 591
550 346 1932
550 304 444
550 159 1098
550 543 917
551 445 1145
551 73 436
551 845 728
551 838 1433
552 85 941
552 17 1662
552 767 1464
552 854 428
553 845 1187
553 338 1190
553 123 746
553 138 835
554 688 1554
554 35 1640
554 513 981
554 107 1080
555 609 841
555 100 1156
555 977 1623
555 304 1760
556 862 1670
556 805 1769
556 258 1556
556 927 1587
557 162 1138
557 823 884
557 60 979
557 477 588
558 631 783
558 73 953
558 617 673
558 865 1441
559 870 543
559 428 1245
559 493 1176
559 254 1287
560 666 1904
560 692 845
560 557 1251
560 612 1789
561 474 1315
561 700 1070
561 821 1212
561 43 401
562 828 1934
562 710 1862
562 597 1592
562 893 1499
563 926 1037
563 885 1351
563 124 896
563 248 1282
564 389 382
564 699 534
564 70 1074
564 573 806
565 82 451
565 496 1029
565 846 361
565 683 347
566 103 635
566 745 1021
566 16 355
566 547 568
567 54 1668
567 114 191
567 558 941
567 511 1716
568 393 1639
568 288 736
568 551 1896
568 802 1044
569 158 1475
569 107 1129
569 69 868
569 967 993
570 475 1899
570 158 804
570 336 1359
570 737 833
571 782 1595
571 964 1221
571 907 825
571 471 401
572 173 1474
572 668 1515
572 41 712
572 785 481
573 686 1152
573 931 1278
573 789 1278
573 958 687
574 187 504
574 43 1879
574 655 1604
574 169 1514
575 255 730
575 486 987
575 827 1443
575 389 243
576 657 1909
576 982 1351
576 846 1333
576 310 1769
577 483 1051
577 270 946
577 767 1789
577 243 1441
578 423 1855
578 74 1713
578 839 1107
578 177 1295
579 201 641
579 544 851
579 712 525
579 8 878
580 602 1911
580 164 664
580 770 842
580 883 1131
581 893 548
581 941 735
581 518 428
581 114 976
582 450 1203
582 991 1213
582 703 1505
582 255 1366
583 244 562
583 20 620
583 27 75
583 594 775
584 578 936
584 943 140
584 318 417
584 447 1032
585 372 1366
585 758 1329
585 851 410
585 26 1411
586 102 1006
586 674 535
586 683 1331
586 511 1522
587 47 946
587 547 1039
587 640 583
587 899 1033
588 499 1718
588 423 219
588 774 250
588 953 1875
589 864 1564
589 955 354
589 962 592
589 884 1000
590 951 1387
590 981 1398
590 947 1131
590 881 484
591 478 1288
591 982 407
591 526 760
591 428 851
592 352 1894
592 411 1036
592 711 2040
592 841 1746
593 932 452
593 303 760
593 424 873
593 914 352
594 334 1544
594 477 1230
594 115 373
594 597 1388
595 602 1666
595 95 1543
595 505 711
595 858 651
596 228 240
596 381 673
596 951 1001
596 632 1041
597 478 1895
597 310 360
597 712 409
597 409 1554
598 913 924
598 241 1612
598 142 970
598 268 668
599 41 680
599 912 442
599 53 1521
599 627 294
600 337 603
600 517 1107
600 37 1063
600 491 898
601 401 364
601 297 1163
601 643 1066
601 569 1217
602 613 1438
602 911 938
602 422 1660
602 546 719
603 976 646
603 719 1100
603 131 1515
603 262 918
604 301 1759
604 829 1521
604 563 1589
604 510 1277
605 907 1068
605 641 628
605 450 850
605 429 2127
606 239 1071
606 139 682
606 201 1054
606 499 1371
607 12 1533
607 4 482
607 717 660
607 649 1720
608 166 701
608 597 1417
608 690 887
608 538 1685
609 732 1387
609 311 1091
609 720 1173
609 293 327
610 953 888
610 1000 1185
610 188 479
610 480 818
611 251 1602
611 969 605
611 442 815
611 198 1144
612 259 1247
612 179 356
612 3 1946
612 997 2284
613 178 822
613 445 1364
613 106 781
613 829 332
614 581 1447
614 359 1394
614 576 1805
614 77 1096
615 694 908
615 620 466
615 346 1488
615 759 836
616 818 1095
616 114 691
616 418 1273
616 914 665
617 803 962
617 603 1167
617 581 890
617 925 1130
618 793 1456
618 665 1091
618 288 215
618 176 1384
619 191 1099
619 255 1471
619 762 597
619 517 478
620 830 1495
620 448 1664
620 286 428
620 990 2038
621 121 791
621 367 1117
621 773 228
621 386 1206
622 324 637
622 850 1872
622 693 2083
622 812 1505
623 142 1445
623 828 1553
623 812 486
623 513 1532
624 342 1317
624 546 937
624 118 896
624 724 1037
625 601 1549
625 425 216
625 21 839
625 246 1275
626 348 1475
626 208 906
626 93 1408
626 867 1550
627 708 1134
627 746 511
627 671 588
627 280 523
628 56 823
628 461 1724
628 467 589
628 944 762
629 594 783
629 729 156
629 773 643
629 987 436
630 762 540
630 82 1431
630 220 993
630 175 219
631 118 1724
631 568 1427
631 856 970
631 279 1792
632 214 594
632 62 1250
632 462 1658
632 767 1799
633 487 742
633 344 553
633 593 1025
633 709 836
634 30 108
634 40 438
634 868 1850
634 749 1384
635 973 703
635 854 1270
635 379 732
635 833 1246
636 517 1330
636 35 786
636 308 698
636 994 669
637 873 493
637 993 744
637 688 1526
637 452 338
638 448 1528
638 122 557
638 245 622
638 356 1206
639 122 295
639 162 607
639 133 1151
639 942 1783
640 513 653
640 686 855
640 678 1714
640 853 1592
641 775 688
641 415 524
641 857 495
641 33 584
642 956 1647
642 226 1548
642 534 1551
642 906 684
643 761 1805
643 5 1039
643 861 1030
643 757 1355
644 544 1301
644 254 1217
644 467 1424
644 463 950
645 664 912
645 383 1061
645 656 968
645 625 780
646 227 1374
646 697 609
646 717 677
646 548 203
647 169 937
647 36 574
647 901 697
647 162 650
648 874 746
648 474 832
648 768 1119
648 287 985
649 292 1306
649 731 684
649 138 922
649 667 971
650 520 285
650 18 646
650 414 393
650 864 1131
651 79 570
651 629 702
651 981 530
651 803 1076
652 985 1523
652 362 1092
652 710 952
652 616 1429
653 909 621
653 957 745
653 44 1068
653 681 1618
654 582 970
654 340 868
654 554 1066
654 262 1151
655 846 632
655 885 1589
655 866 1386
655 177 1068
656 543 1300
656 785 409
656 230 665
656 980 863
657 831 1803
657 747 1558
657 74 1399
657 567 1581
658 401 783
658 210 690
658 974 845
658 724 443
659 405 1075
659 437 1614
659 671 943
659 554 989
660 475 2676
660 784 1447
660 639 1278
660 696 1830
661 257 1523
661 403 1804
661 689 543
661 229 1796
662 107 725
662 371 1860
662 541 865
662 119 773
663 136 637
663 345 570
663 766 537
663 935 1418
664 186 566
664 177 1068
664 868 983
664 775 465
665 525 761
665 863 425
665 1000 1425
665 933 1196
666 938 933
666 383 2197
666 975 963
666 714 1764
667 141 565
667 70 1413
667 585 1333
667 949 429
668 553 1312
668 123 1521
668 964 1170
668 91 297
669 108 1613
669 717 1802
669 191 1818
669 254 303
670 130 902
670 388 1095
670 721 515
670 364 865
671 486 731
671 565 643
671 152 650
671 213 781
672 277 1324
672 932 754
672 360 1402
672 9 511
673 745 142
673 886 688
673 276 1399
673 209 1147
674 374 1276
674 996 831
674 504 1316
674 911 768
675 21 865
675 182 1347
675 177 1464
675 262 1171
676 32 606
676 337 1311
676 287 1291
676 786 1837
677 779 1197
677 398 446
677 509 700
677 312 1187
678 629 645
678 17 1980
678 589 1775
678 392 959
679 685 694
679 671 1195
679 818 1542
679 158 310
680 676 1074
680 658 601
680 297 715
680 657 1330
681 6 1362
681 342 1178
681 349 805
681 165 725
682 375 1520
682 419 1404
682 543 851
682 634 131
683 329 867
683 283 756
683 330 1471
683 317 1018
684 209 1603
684 448 2053
684 796 1192
684 374 1101
685 3 643
685 878 647
685 619 313
685 488 847
686 205 1158
686 995 842
686 210 410
686 618 435
687 308 657
687 206 1548
687 97 1310
687 111 1716
688 818 1546
688 284 785
688 224 1357
688 185 1153
689 858 877
689 434 773
689 891 864
689 132 826
690 60 1371
690 727 428
690 110 1209
690 593 943
691 234 301
691 888 773
691 173 749
691 277 501
692 949 611
692 9 356
692 228 1283
692 202 317
693 530 994
693 450 961
693 339 1415
693 619 1421
694 911 527
694 425 1528
694 170 716
694 508 466
695 31 896
695 276 1574
695 687 1520
695 539 745
696 604 1576
696 665 609
696 371 816
696 685 1292
697 110 725
697 175 865
697 178 532
697 617 333
698 855 799
698 827 1118
698 466 263
698 428 1272
699 789 773
699 203 605
699 279 792
699 82 597
700 487 1146
700 652 1353
700 905 1408
700 987 1053
701 683 1489
701 327 558
701 302 1012
701 652 1939
702 583 695
702 666 1924
702 113 1742
702 88 926
703 974 946
703 429 892
703 881 1020
703 395 1588
704 760 757
704 221 163
704 506 1069
704 568 1764
705 828 2018
705 744 1829
705 422 1203
705 2 1164
706 73 773
706 673 1513
706 223 1467
706 581 1114
707 547 558
707 775 881
707 451 717
707 429 821
708 680 1495
708 586 1519
708 848 1336
708 594 1236
709 951 1482
709 542 553
709 86 199
709 511 246
710 853 365
710 56 881
710 891 741
710 99 1669
711 930 747
711 243 169
711 911 456
711 969 351
712 96 1070
712 182 661
712 82 567
712 928 340
713 268 1367
713 422 1075
713 844 458
713 608 752
714 27 943
714 314 1194
714 122 639
714 763 1475
715 939 1236
715 391 812
715 25 1710
715 26 1191
716 31 1366
716 326 702
716 339 665
716 239 410
717 920 1583
717 514 1237
717 374 1259
717 817 1274
718 522 1548
718 929 274
718 495 249
718 791 866
719 277 615
719 280 587
719 943 544
719 662 1225
720 347 1652
720 722 1500
720 466 1218
720 570 752
721 426 1001
721 121 693
721 607 1454
721 133 425
722 570 769
722 662 1307
722 328 1639
722 878 1425
723 133 672
723 501 1189
723 499 532
723 191 1059
724 358 1040
724 758 477
724 343 461
724 575 622
725 819 739
725 397 922
725 836 1304
725 398 1474
726 586 1691
726 124 1203
726 474 1726
726 554 1840
727 257 411
727 375 416
727 381 1028
727 36 981
728 894 985
728 847 354
728 424 1431
728 92 1844
729 160 876
729 49 1107
729 495 1337
729 166 1274
730 252 623
730 308 799
730 187 1284
730 341 535
731 338 1194
731 694 947
731 819 997
731 248 753
732 744 1523
732 125 2266
732 838 1822
732 54 928
733 606 1081
733 959 425
733 209 1111
733 995 510
734 292 702
734 123 1184
734 687 888
734 526 682
735 227 811
735 21 1262
735 447 188
735 216 1021
736 492 905
736 833 1697
736 718 1005
736 840 1313
737 765 1869
737 24 1398
737 539 845
737 111 1282
738 533 1657
738 1 1572
738 811 1150
738 889 1239
739 163 1027
739 928 1142
739 587 1196
739 874 1475
740 395 1156
740 961 541
740 764 591
740 215 874
741 555 962
741 339 1752
741 21 238
741 125 1359
742 50 2168
742 122 1765
742 822 1291
742 368 1420
743 712 1228
743 971 389
743 758 168
743 494 754
744 123 968
744 503 1036
744 824 523
744 984 1217
745 7 1168
745 614 610
745 26 1620
745 518 1798
746 648 269
746 315 930
746 823 956
746 535 1310
747 117 1401
747 712 519
747 274 1460
747 77 1143
748 369 1586
748 542 910
748 326 166
748 355 219
749 871 2176
749 395 1913
749 455 1043
749 78 972
750 335 380
750 741 1954
750 187 1598
750 990 1653
751 511 2022
751 33 1441
751 187 597
751 123 1111
752 467 2135
752 501 1439
752 865 370
752 185 876
753 158 372
753 154 1480
753 658 719
753 439 538
754 245 1091
754 214 769
754 369 525
754 128 676
755 555 1752
755 601 1447
755 573 179
755 367 1868
756 919 606
756 81 1096
756 916 1410
756 304 1979
757 97 786
757 627 1196
757 961 1037
757 924 2230
758 471 1131
758 806 255
758 63 412
758 124 522
759 498 1626
759 993 467
759 284 930
759 612 977
760 901 603
760 870 562
760 808 1103
760 672 1087
761 798 2165
761 934 2322
761 468 166
761 713 1544
762 927 814
762 37 523
762 437 1280
762 44 925
763 584 964
763 740 560
763 82 197
763 953 1037
764 882 620
764 789 958
764 410 198
764 517 1076
765 707 1362
765 917 1665
765 222 1523
765 151 1187
766 480 536
766 84 1201
766 261 974
766 414 706
767 743 1209
767 961 1561
767 277 1061
767 503 1441
768 115 1229
768 350 894
768 122 1474
768 420 1478
769 879 724
769 697 1034
769 581 526
769 1000 517
770 50 1565
770 404 511
770 139 1193
770 724 744
771 342 1349
771 588 1519
771 861 1355
771 674 1526
772 324 1175
772 396 1105
772 764 1427
772 498 1955
773 48 1142
773 380 1097
773 113 1102
773 395 999
774 567 661
774 444 98
774 917 1503
774 386 89
775 823 756
775 522 1105
775 497 364
775 855 319
776 237 1890
776 171 599
776 986 1278
776 693 221
777 663 1770
777 788 489
777 705 1418
777 143 1052
778 629 417
778 292 1132
778 81 1641
778 51 486
779 656 1727
779 838 1400
779 770 911
779 702 734
780 724 1182
780 18 1507
780 506 1106
780 347 1461
781 94 876
781 805 156
781 306 1502
781 597 771
782 831 2200
782 971 1855
782 459 1114
782 698 1222
783 478 1514
783 891 474
783 401 1462
783 182 1146
784 192 1477
784 320 921
784 492 653
784 971 889
785 357 973
785 161 1664
785 165 1319
785 487 1718
786 437 700
786 256 897
786 123 1294
786 679 1537
787 595 635
787 270 1364
787 303 415
787 915 1108
788 60 1521
788 669 1134
788 581 1513
788 289 1318
789 173 1699
789 839 1122
789 315 1080
789 109 1622
790 808 1721
790 892 1386
790 146 685
790 404 745
791 385 1145
791 613 1037
791 356 1530
791 84 1647
792 688 660
792 682 880
792 671 459
792 168 1377
793 125 329
793 209 865
793 298 2158
793 862 1586
794 923 1588
794 855 1273
794 908 761
794 177 1633
795 649 763
795 85 660
795 617 363
795 754 1401
796 827 473
796 937 2031
796 557 825
796 78 598
797 334 1718
797 388 687
797 574 812
797 159 191
798 190 1349
798 527 77
798 574 355
798 922 269
799 602 1373
799 777 1077
799 319 1102
799 975 739
800 747 1621
800 873 1777
800 51 1442
800 939 1798
801 465 1235
801 611 1562
801 237 1780
801 185 1259
802 725 421
802 89 961
802 130 1255
802 961 1055
803 721 727
803 21 1090
803 328 524
803 315 680
804 515 1248
804 716 1161
804 55 460
804 8 903
805 927 1099
805 629 1054
805 840 1585
805 353 1901
806 219 1863
806 305 1518
806 786 1755
806 588 1079
807 972 294
807 49 500
807 580 1498
807 57 790
808 285 1899
808 397 381
808 368 706
808 971 279
809 994 1709
809 601 362
809 567 1301
809 918 923
810 141 569
810 530 225
810 802 912
810 817 421
811 334 1531
811 399 215
811 497 593
811 490 1339
812 508 1782
812 924 225
812 830 1596
812 97 1505
813 165 1088
813 363 955
813 120 1660
813 837 1072
814 120 1209
814 734 472
814 791 1384
814 92 1075
815 11 2093
815 527 1659
815 126 1342
815 722 2090
816 733 1497
816 70 337
816 895 918
816 541 1168
817 480 1341
817 110 1159
817 49 950
817 140 805
818 839 248
818 742 1066
818 406 1618
818 683 346
819 243 1650
819 503 1586
819 832 1650
819 172 1602
820 410 831
820 494 2090
820 422 321
820 12 1173
821 217 991
821 567 509
821 657 1033
821 899 1330
822 187 1527
822 922 1528
822 536 239
822 752 1771
823 308 1223
823 828 2271
823 242 1547
823 209 644
824 231 1080
824 846 478
824 680 959
824 198 1252
825 718 1361
825 875 1839
825 523 961
825 446 1537
826 603 1540
826 710 926
826 64 1149
826 426 1119
827 647 1650
827 425 2188
827 162 1874
827 586 1367
828 113 644
828 414 1323
828 616 1325
828 384 1388
829 472 1457
829 304 1415
829 253 1095
829 611 662
830 60 1552
830 934 2152
830 3 1781
830 899 480
831 936 197
831 574 927
831 36 525
831 736 1003
832 929 1813
832 654 1055
832 577 1343
832 173 326
833 185 1345
833 661 844
833 763 1485
833 15 1811
834 991 994
834 876 511
834 791 717
834 373 1622
835 43 1716
835 292 200
835 59 1703
835 337 1185
836 213 1127
836 132 589
836 320 1508
836 318 1285
837 517 867
837 357 1018
837 636 537
837 73 707
838 67 1513
838 901 572
838 31 97
838 404 991
839 515 586
839 770 1325
839 317 1383
839 511 327
840 873 1178
840 375 1663
840 11 720
840 461 1477
841 280 938
841 333 1028
841 902 831
841 62 1270
842 122 599
842 5 1071
842 97 1008
842 878 1247
843 337 331
843 591 556
843 837 229
843 991 501
844 106 884
844 953 435
844 39 1055
844 613 565
845 504 1939
845 388 1082
845 379 1742
845 196 2177
846 415 1330
846 893 534
846 569 883
846 968 810
847 640 1183
847 771 995
847 646 870
847 903 1785
848 178 933
848 620 2157
848 421 1693
848 567 852
849 71 1113
849 153 843
849 800 963
849 674 979
850 16 1487
850 953 1639
850 261 550
850 45 1043
851 349 1248
851 98 2081
851 730 663
851 173 1378
852 317 1036
852 864 1703
852 900 711
852 684 1958
853 233 1879
853 296 702
853 985 1893
853 253 945
854 619 1410
854 735 709
854 837 745
854 617 643
855 25 1384
855 224 1576
855 100 566
855 331 1190
856 546 1095
856 525 1384
856 396 1786
856 1 721
857 837 314
857 537 624
857 67 1058
857 813 825
858 714 874
858 521 887
858 212 1314
858 781 624
859 385 893
859 678 1618
859 680 1454
859 296 929
860 271 801
860 550 1346
860 832 1400
860 621 350
861 531 1248
861 692 915
861 255 700
861 515 1074
862 399 737
862 44 1097
862 791 390
862 484 956
863 747 909
863 864 1418
863 888 404
863 853 1413
864 454 1752
864 633 1514
864 213 221
864 383 1376
865 288 686
865 507 811
865 38 1470
865 287 1500
866 71 1160
866 455 674
866 589 1530
866 691 355
867 484 917
867 392 1268
867 633 1254
867 587 1464
868 90 1422
868 689 1705
868 486 1793
868 187 1241
869 102 1455
869 479 1053
869 939 1671
869 211 891
870 92 1602
870 460 1317
870 174 1659
870 653 1636
871 405 1182
871 372 1324
871 883 1684
871 383 1447
872 786 1510
872 464 979
872 46 1133
872 326 1106
873 802 1418
873 780 1107
873 503 1807
873 400 130
874 255 1532
874 350 1988
874 347 1586
874 393 690
875 91 584
875 669 390
875 693 387
875 654 786
876 800 1476
876 266 893
876 5 583
876 700 1217
877 640 332
877 243 1428
877 808 1598
877 190 466
878 671 1083
878 689 1301
878 139 1544
878 994 1765
879 711 774
879 566 362
879 571 857
879 701 987
880 601 1828
880 26 710
880 218 1700
880 216 472
881 941 1063
881 1000 1089
881 971 1448
881 450 601
882 576 1645
882 442 1032
882 947 1025
882 694 1432
883 374 1146
883 361 353
883 557 722
883 616 479
884 731 1198
884 596 1501
884 295 1820
884 630 1059
885 838 641
885 73 1863
885 481 1691
885 634 512
886 833 1968
886 843 1129
886 767 2218
886 867 1801
887 536 1090
887 385 506
887 626 1376
887 195 1236
888 56 189
888 120 641
888 12 559
888 249 809
889 598 1622
889 103 630
889 547 1321
889 578 1692
890 327 1402
890 786 848
890 986 1438
890 713 820
891 80 1318
891 202 929
891 992 395
891 698 589
892 907 818
892 337 782
892 588 1621
892 914 499
893 456 1181
893 468 944
893 98 1338
893 400 560
894 581 745
894 194 1050
894 305 1792
894 814 443
895 331 956
895 389 1191
895 74 1454
895 869 865
896 268 1369
896 88 1057
896 952 436
896 620 228
897 520 957
897 956 1055
897 601 1419
897 613 1250
898 271 1955
898 757 1997
898 119 1333
898 993 1368
899 687 697
899 106 629
899 597 387
899 713 1229
900 110 415
900 849 721
900 718 1159
900 130 494
901 705 2480
901 946 1607
901 884 1514
901 129 279
902 295 1485
902 785 480
902 55 675
902 496 2117
903 668 653
903 380 1775
903 529 1404
903 274 1668
904 479 1192
904 281 1667
904 735 1203
904 137 503
905 618 1032
905 967 2067
905 526 742
905 694 1235
906 221 770
906 175 296
906 397 1160
906 711 806
907 588 907
907 767 947
907 414 335
907 317 242
908 628 1760
908 976 1152
908 605 1866
908 789 1020
909 654 502
909 344 837
909 770 771
909 30 882
910 139 2085
910 606 1597
910 626 1173
910 583 1157
911 457 421
911 477 846
911 531 341
911 629 1099
912 473 1215
912 89 899
912 181 1842
912 458 1549
913 312 476
913 500 1482
913 819 1284
913 633 779
914 952 976
914 329 236
914 711 902
914 551 696
915 788 1645
915 629 1139
915 416 1560
915 320 1553
916 640 1008
916 922 1259
916 910 1324
916 690 1153
917 796 720
917 59 1569
917 455 1097
917 839 1973
918 706 1444
918 899 1042
918 403 1114
918 80 925
919 606 1142
919 848 1200
919 272 1464
919 525 1201
920 216 2331
920 445 1907
920 698 1095
920 360 2091
921 831 1678
921 559 1818
921 100 714
921 785 1267
922 488 1736
922 153 1670
922 497 1048
922 339 1466
923 755 354
923 961 627
923 430 1364
923 402 187
924 45 338
924 554 1941
924 988 1490
924 836 450
925 642 418
925 400 1031
925 32 1064
925 549 1332
926 8 1264
926 968 720
926 670 306
926 263 1045
927 632 261
927 834 1417
927 261 895
927 136 1088
928 834 434
928 619 1183
928 98 1881
928 34 1561
929 109 1564
929 984 1601
929 753 315
929 284 910
930 961 1410
930 213 421
930 563 799
930 500 1087
931 989 1174
931 615 1492
931 113 672
931 580 1154
932 895 508
932 953 837
932 938 864
932 794 796
933 527 1538
933 363 937
933 436 1702
933 370 814
934 344 1762
934 990 1649
934 632 1207
934 275 2027
935 930 556
935 232 941
935 308 663
935 823 1332
936 377 1654
936 827 2051
936 183 1706
936 662 911
937 461 1673
937 99 1872
937 815 2444
937 14 1931
938 741 1848
938 264 1564
938 881 808
938 588 1843
939 516 1620
939 993 1140
939 415 590
939 439 1428
940 959 1209
940 928 500
940 52 1288
940 323 1394
941 846 996
941 340 1570
941 223 1724
941 118 1695
942 420 2153
942 897 1956
942 725 1044
942 188 1646
943 800 916
943 511 1461
943 367 615
943 768 1367
944 100 833
944 748 669
944 933 1477
944 337 935
945 642 1134
945 486 1312
945 329 642
945 283 622
946 3 1853
946 424 810
946 763 1193
946 941 1673
947 58 1120
947 262 922
947 533 656
947 617 896
948 71 983
948 453 799
948 744 688
948 82 534
949 611 401
949 623 1408
949 127 128
949 143 1483
950 218 194
950 122 1873
950 430 1533
950 726 364
951 868 1739
951 133 1161
951 167 1566
951 10 724
952 858 1176
952 132 2353
952 809 727
952 357 713
953 281 2035
953 565 1219
953 377 636
953 222 279
954 701 1873
954 20 1470
954 524 1822
954 452 159
955 211 1571
955 694 605
955 649 1687
955 961 1038
956 440 1460
956 125 1753
956 939 1528
956 917 192
957 914 927
957 850 528
957 713 1369
957 217 1473
958 824 729
958 431 1484
958 840 304
958 108 1012
959 741 664
959 689 329
959 426 464
959 290 338
960 500 1605
960 201 969
960 197 1897
960 243 2126
961 839 673
961 836 1081
961 648 487
961 651 1125
962 621 591
962 353 1537
962 129 1416
962 767 1799
963 838 837
963 752 1092
963 528 1002
963 442 416
964 400 1188
964 744 382
964 365 1087
964 771 1364
965 625 1710
965 24 574
965 621 787
965 488 1106
966 20 654
966 265 893
966 25 1292
966 811 414
967 570 1931
967 888 837
967 60 1497
967 73 759
968 448 1515
968 59 1558
968 668 1449
968 192 1219
969 414 1000
969 19 2021
969 840 1146
969 941 602
970 198 592
970 606 1260
970 936 1676
970 787 1112
971 198 1489
971 734 698
971 941 775
971 123 1036
972 264 745
972 10 757
972 917 1233
972 72 1396
973 88 908
973 747 1077
973 588 1034
973 371 1603
974 259 789
974 75 1314
974 330 752
974 964 298
975 379 667
975 630 1282
975 210 505
975 592 1020
976 539 745
976 2 934
976 364 646
976 659 905
977 421 1000
977 253 750
977 467 187
977 102 566
978 416 957
978 522 1025
978 572 376
978 647 852
979 456 1247
979 79 1113
979 617 394
979 852 486
980 348 173
980 216 1174
980 928 1361
980 4 586
981 974 406
981 458 250
981 281 973
981 17 2096
982 398 1327
982 722 1071
982 357 658
982 612 1350
983 684 760
983 971 405
983 95 1985
983 671 850
984 193 465
984 695 2003
984 696 577
984 836 961
985 935 1784
985 547 1030
985 158 317
985 473 1404
986 553 1970
986 106 1912
986 157 1393
986 882 1596
987 595 680
987 647 419
987 913 1008
987 783 366
988 999 1029
988 168 263
988 317 1198
988 240 750
989 554 1401
989 664 367
989 956 1272
989 73 238
990 74 1145
990 343 966
990 117 1747
990 60 385
991 757 1664
991 302 474
991 734 597
991 464 1154
992 385 890
992 12 747
992 43 578
992 55 869
993 690 603
993 621 312
993 193 831
993 253 1262
994 717 1345
994 506 1279
994 6 86
994 267 2052
995 109 420
995 895 1211
995 454 1337
995 794 1484
996 122 891
996 844 807
996 225 769
996 863 683
997 730 1461
997 647 1395
997 303 1608
997 458 1145
998 467 434
998 770 980
998 876 405
998 499 1539
999 847 796
999 727 425
999 336 875
999 299 787
1000 475 2457
1000 807 856
1000 961 1321
1000 746 1327
