undirected weighted
2825 7747 10987
2825 534 10025
2826 5629 5552
2826 189 6827
2826 4557 1740
2826 1396 18570
2827 2341 7250
2827 4807 9571
2827 7313 4606
2827 5242 4043
2828 3387 18903
2828 2691 8328
2828 3713 18593
2828 6747 3001
2829 5756 11662
2829 6022 5120
2829 23 13219
2829 7112 8039
2830 3092 11925
2830 3488 12198
2830 9086 10236
2830 5535 7539
2831 9993 16569
2831 1979 3060
2831 2446 15669
2831 8377 7593
2832 5728 6540
2832 1682 10030
2832 4776 10018
2832 6409 5384
2833 7319 13934
2833 9150 5653
2833 3326 8696
2833 5058 13179
2834 8156 10419
2834 274 6204
2834 1671 2937
2834 9626 9514
2835 7140 14018
2835 6565 6877
2835 9742 4267
2835 7663 6836
2836 4948 9939
2836 5984 14412
2836 1097 3401
2836 4812 3839
2837 570 2569
2837 686 8308
2837 4398 5444
2837 9481 17031
2838 4562 19097
2838 2233 11021
2838 1416 12396
2838 1261 1765
2839 1384 5743
2839 4225 7902
2839 2063 17554
2839 5472 4071
2840 8686 11233
2840 9459 17972
2840 6461 20421
2840 3021 12906
2841 5306 11294
2841 2352 14585
2841 3366 1856
2841 547 366
2842 9590 8748
2842 8840 4796
2842 7743 12898
2842 9373 3362
2843 6283 14963
2843 4051 13080
2843 8880 20847
2843 5020 7174
2844 8616 11418
2844 3128 8417
2844 5995 17134
2844 6054 15974
2845 8297 8792
2845 7434 20676
2845 5058 17241
2845 5532 6786
2846 8453 13036
2846 5178 19751
2846 4723 13652
2846 8882 17508
2847 2520 16902
2847 381 9736
2847 8691 12176
2847 9056 4125
2848 9042 13935
2848 2632 10519
2848 6226 7463
2848 4730 13033
2849 8387 14407
2849 9350 7009
2849 5597 6923
2849 6720 1770
2850 1830 15506
2850 1059 7861
2850 7159 5400
2850 9887 10457
2851 4195 15292
2851 9482 6230
2851 5208 8944
2851 7631 10247
2852 7979 11866
2852 1013 13063
2852 6667 5201
2852 3503 8645
2853 7211 12123
2853 1835 3291
2853 5157 8433
2853 663 14257
2854 671 8242
2854 3210 12411
2854 207 12041
2854 9924 12792
2855 1869 21695
2855 6911 17320
2855 4211 5814
2855 1202 11803
2856 1214 8714
2856 4835 18670
2856 4904 11634
2856 3367 14888
2857 6026 10801
2857 8102 11566
2857 6753 4254
2857 9082 8191
2858 2001 8125
2858 4509 3310
2858 7588 14777
2858 5461 2751
2859 1235 14763
2859 5888 22463
2859 4257 15253
2859 4661 11318
2860 9428 17863
2860 7359 12919
2860 1044 3886
2860 1115 15192
2861 5007 5498
2861 6657 9753
2861 659 12784
2861 2677 7783
2862 3422 14507
2862 1122 11719
2862 7338 3741
2862 4765 13297
2863 2577 8153
2863 4259 8634
2863 3222 12975
2863 6015 5655
2864 6110 8085
2864 3285 7600
2864 8664 16852
2864 5724 3036
2865 1809 11108
2865 4752 13216
2865 6080 8500
2865 943 10235
2866 1594 11192
2866 6844 3925
2866 208 14897
2866 2659 11162
2867 9298 13604
2867 9187 7331
2867 2794 15451
2867 7104 8192
2868 8002 15800
2868 4672 7543
2868 5791 1429
2868 1452 9017
2869 296 3962
2869 3453 7782
2869 1771 12457
2869 5379 12878
2870 8096 17963
2870 5827 5857
2870 6215 14533
2870 3158 10551
2871 6914 15978
2871 3651 11762
2871 1460 9429
2871 953 16375
2872 3609 6233
2872 6828 6050
2872 1384 9866
2872 8383 10396
2873 7136 8859
2873 5928 22077
2873 7362 11203
2873 4551 11809
2874 6237 9157
2874 7830 2034
2874 496 9290
2874 4894 6694
2875 9363 1522
2875 6926 13128
2875 148 12102
2875 8363 12859
2876 2539 8694
2876 2891 5963
2876 3277 15253
2876 3491 13884
2877 2869 1575
2877 8239 8871
2877 7160 12781
2877 3258 12026
2878 4290 6949
2878 9700 8353
2878 7677 12927
2878 9753 12480
2879 1305 13936
2879 7246 4701
2879 4256 14347
2879 9006 8961
2880 2176 9125
2880 5637 5902
2880 3922 17143
2880 5620 4488
2881 4186 8940
2881 7098 5550
2881 3430 13319
2881 6386 2873
2882 3797 12500
2882 7045 15833
2882 3935 4182
2882 6275 13300
2883 3214 17349
2883 2900 13169
2883 6615 6183
2883 5255 16229
2884 9248 9907
2884 7383 2446
2884 1379 9942
2884 9617 7796
2885 515 4032
2885 2620 9752
2885 9975 5702
2885 5506 9598
2886 1779 14596
2886 2975 4155
2886 8461 17361
2886 7591 15201
2887 5633 600
2887 1957 8457
2887 3591 9667
2887 3513 10974
2888 603 15265
2888 9254 16062
2888 657 23038
2888 8365 10121
2889 9080 4139
2889 6336 8113
2889 3455 11792
2889 8514 13006
2890 1017 18246
2890 3398 16904
2890 4064 15552
2890 6434 21121
2891 2520 15543
2891 5625 12621
2891 1898 16050
2891 2422 17849
2892 2702 9731
2892 1550 4593
2892 3060 10479
2892 1273 11750
2893 5445 13950
2893 9596 5654
2893 1277 12307
2893 6333 10122
2894 4509 2583
2894 7843 16224
2894 9029 2242
2894 2326 14379
2895 3270 9685
2895 9407 3415
2895 7780 3623
2895 3269 8538
2896 9355 7335
2896 8880 9009
2896 381 6999
2896 6246 19936
2897 7899 11106
2897 1058 16983
2897 6592 8005
2897 835 7543
2898 3380 7887
2898 3837 11934
2898 9066 15070
2898 1637 5104
2899 568 7664
2899 738 13178
2899 9583 6413
2899 8718 7398
2900 7234 12462
2900 698 17972
2900 9816 18073
2900 4580 8181
2901 9242 16455
2901 54 17139
2901 6074 3021
2901 1884 11412
2902 50 5698
2902 1992 6060
2902 819 12414
2902 5993 19957
2903 9720 5225
2903 1491 3607
2903 4612 11009
2903 6893 4364
2904 4860 13630
2904 8341 14776
2904 3870 7843
2904 9905 1801
2905 4802 10085
2905 7332 6574
2905 8304 15886
2905 4272 2920
2906 7474 274
2906 6672 2566
2906 2750 11553
2906 6559 14229
2907 9826 16520
2907 230 12367
2907 6068 13693
2907 2773 3152
2908 4358 9829
2908 7578 8086
2908 3880 16177
2908 2313 8959
2909 2896 17230
2909 2275 4883
2909 955 4738
2909 3217 5172
2910 2092 4031
2910 4644 8887
2910 1487 7510
2910 737 11572
2911 8087 12953
2911 3596 4702
2911 9252 6729
2911 6846 10976
2912 9292 13175
2912 3896 8460
2912 1059 18411
2912 7424 6191
2913 9866 6759
2913 1162 13748
2913 7110 17030
2913 691 10010
2914 7266 2070
2914 3576 4826
2914 1171 3305
2914 8870 10500
2915 1419 944
2915 2568 14778
2915 424 8546
2915 2328 15055
2916 4089 11809
2916 187 3161
2916 3766 9959
2916 9056 15425
2917 1467 18170
2917 6025 10544
2917 4168 17321
2917 4977 8309
2918 8598 274
2918 8851 8470
2918 1508 14889
2918 942 6791
2919 6166 8603
2919 7335 10310
2919 4848 13094
2919 999 12906
2920 3982 6051
2920 1417 9491
2920 9565 11662
2920 4361 3060
2921 9799 6404
2921 8539 13905
2921 2913 3871
2921 6304 11472
2922 4226 12719
2922 813 20492
2922 7644 12180
2922 2204 16720
2923 1900 11126
2923 2162 6214
2923 764 10776
2923 1110 7972
2924 6359 2858
2924 3732 13794
2924 9409 17052
2924 2767 13309
2925 5586 7100
2925 1109 3997
2925 2274 13408
2925 4214 2330
2926 8301 11216
2926 4409 13072
2926 1282 13501
2926 6474 21368
2927 5847 17623
2927 7926 1951
2927 89 20289
2927 1402 9513
2928 8136 8726
2928 8971 4599
2928 8420 7804
2928 8913 14924
2929 5408 13623
2929 6259 17819
2929 2137 15006
2929 5704 13704
2930 2642 14767
2930 7850 4226
2930 8391 20497
2930 4782 18472
2931 1838 17956
2931 6200 22068
2931 3118 17449
2931 565 6843
2932 1267 3360
2932 5678 10535
2932 6175 7304
2932 8241 2887
2933 3077 8176
2933 1408 13448
2933 7772 6695
2933 4858 6408
2934 2770 12069
2934 8130 11099
2934 3014 9328
2934 1362 16665
2935 3807 16193
2935 9615 8964
2935 9711 7185
2935 2817 2619
2936 3644 9860
2936 9329 12056
2936 8021 10948
2936 2410 8868
2937 7222 17891
2937 5075 22238
2937 2610 18201
2937 3453 5804
2938 6542 6670
2938 7425 7241
2938 8931 14776
2938 7935 7884
2939 3067 18398
2939 8744 21526
2939 3614 16640
2939 8936 623
2940 9707 10164
2940 8868 21538
2940 9490 11765
2940 3039 10360
2941 412 6593
2941 596 8149
2941 5709 4240
2941 3789 18134
2942 1348 3686
2942 5008 10843
2942 8986 12874
2942 7243 7323
2943 6927 21543
2943 3712 14800
2943 5629 16996
2943 5903 6023
2944 7849 6211
2944 2043 9767
2944 8240 13160
2944 1594 7641
2945 9836 8079
2945 5189 5502
2945 4164 7874
2945 2162 3928
2946 7809 9968
2946 1318 7752
2946 5816 8488
2946 7609 11812
2947 1706 9991
2947 5905 6669
2947 5192 5911
2947 191 17277
2948 9812 2006
2948 3724 10980
2948 6467 11233
2948 946 13545
2949 6461 11808
2949 4870 11273
2949 6620 11803
2949 9773 10441
2950 5864 12753
2950 1658 8177
2950 8197 1787
2950 1538 3642
2951 2781 13541
2951 9623 10990
2951 4670 5335
2951 151 6833
2952 6821 8386
2952 9932 2779
2952 4507 17224
2952 3941 23092
2953 2951 11102
2953 2587 9939
2953 2300 10541
2953 1333 9579
2954 9243 6802
2954 5839 9174
2954 8985 12027
2954 9382 20104
2955 8143 8035
2955 1941 6466
2955 5659 10172
2955 6356 3293
2956 4151 5192
2956 8721 11046
2956 4965 9307
2956 4916 11577
2957 7841 8441
2957 582 9794
2957 7591 3511
2957 2025 12228
2958 7681 4924
2958 5061 6222
2958 6217 12139
2958 6869 8589
2959 9350 13593
2959 8938 16008
2959 220 10998
2959 1241 15122
2960 5386 15193
2960 6723 14616
2960 4396 10768
2960 4443 8391
2961 4527 12647
2961 8791 8217
2961 1033 6009
2961 2319 15557
2962 7570 11363
2962 1444 12833
2962 184 7309
2962 318 14544
2963 3251 2371
2963 2598 2966
2963 9760 8860
2963 8333 17373
2964 2579 12374
2964 3281 9937
2964 7272 5620
2964 7435 9994
2965 9465 4106
2965 2985 12467
2965 1920 9134
2965 4572 8394
2966 1478 4810
2966 9594 17806
2966 6819 6942
2966 8855 13926
2967 5516 10691
2967 7765 5763
2967 5667 10476
2967 6588 15559
2968 1899 4868
2968 3695 14959
2968 5282 4491
2968 2019 14059
2969 541 4986
2969 7366 12510
2969 1629 7675
2969 2372 10923
2970 9792 9503
2970 407 5394
2970 8630 5843
2970 5178 11161
2971 6308 9113
2971 5557 3788
2971 2234 3029
2971 1758 3468
2972 4184 3123
2972 1451 6241
2972 8929 4029
2972 5888 14810
2973 709 10900
2973 8185 10408
2973 7617 2759
2973 1093 15053
2974 4369 4470
2974 4569 17388
2974 5399 5811
2974 8028 14048
2975 8542 8480
2975 8623 16175
2975 7978 7152
2975 7297 19018
2976 2084 15038
2976 8935 5900
2976 4491 17669
2976 5534 16076
2977 2774 11486
2977 3707 4736
2977 641 4416
2977 9656 3756
2978 1694 10888
2978 1587 16715
2978 7216 13528
2978 1355 17070
2979 4407 3668
2979 474 1909
2979 8461 16113
2979 5900 5323
2980 3493 16163
2980 2184 18998
2980 4270 6896
2980 6924 9645
2981 8615 16586
2981 5373 9904
2981 9425 10486
2981 8673 12074
2982 1256 4933
2982 2707 3894
2982 1133 9171
2982 8531 4440
2983 1622 17682
2983 5347 1663
2983 4084 16561
2983 20 21947
2984 2407 4401
2984 5341 5669
2984 4534 13785
2984 140 10158
2985 4499 7113
2985 7911 11104
2985 4995 11489
2985 4009 7173
2986 3368 8163
2986 3932 4747
2986 725 12914
2986 106 6040
2987 5358 14941
2987 6317 6049
2987 8922 17620
2987 8372 14295
2988 7752 7735
2988 8097 11722
2988 3736 13955
2988 4535 5110
2989 1187 10564
2989 3588 5842
2989 9881 6044
2989 2694 4381
2990 6411 3709
2990 4802 16102
2990 1312 17689
2990 6747 16022
2991 9262 12254
2991 3833 12233
2991 5376 4273
2991 1458 9241
2992 8130 4082
2992 2968 11006
2992 1030 9034
2992 1445 12018
2993 4014 8767
2993 8876 12772
2993 8283 7193
2993 1100 8017
2994 4726 10875
2994 1491 12184
2994 9482 10305
2994 2555 13253
2995 1170 9228
2995 3343 20537
2995 7337 1655
2995 2401 16465
2996 5797 3312
2996 202 13943
2996 3332 17545
2996 9066 11770
2997 9061 12756
2997 6083 10516
2997 9194 22946
2997 6546 17436
2998 3148 15392
2998 3970 12524
2998 3464 4761
2998 4078 5066
2999 9723 20036
2999 6068 14852
2999 945 23184
2999 1061 2566
3000 9497 17617
3000 9058 19351
3000 2282 15362
3000 9682 7324
3001 683 6847
3001 3497 15859
3001 1733 13215
3001 2899 7136
3002 4907 15547
3002 9537 12149
3002 6066 9170
3002 7056 4995
3003 1633 13790
3003 1073 14423
3003 2336 1449
3003 3310 6013
3004 3992 18217
3004 7919 9331
3004 9378 7282
3004 7183 13204
3005 1827 16739
3005 8975 12874
3005 6022 9229
3005 4621 8724
3006 9009 18423
3006 1723 10164
3006 938 13164
3006 1858 12481
3007 3083 6445
3007 5048 2299
3007 4816 16693
3007 267 18418
3008 6879 17742
3008 7866 7303
3008 132 7184
3008 6524 4722
3009 6953 8021
3009 2030 16659
3009 2878 21295
3009 6278 13748
3010 3467 5147
3010 8661 5857
3010 6512 15210
3010 807 6476
3011 8884 15072
3011 6365 12843
3011 3723 8080
3011 4561 8093
3012 7171 14055
3012 5939 19384
3012 6343 15833
3012 1534 15449
3013 3669 11303
3013 4147 1461
3013 7613 16898
3013 9586 17460
3014 2537 11629
3014 565 13471
3014 6174 8488
3014 2171 18704
3015 6272 7207
3015 5466 14482
3015 189 9672
3015 2293 20898
3016 8640 10831
3016 3546 8872
3016 9828 7647
3016 7909 12122
3017 5737 6352
3017 1354 9054
3017 7583 15846
3017 7439 6702
3018 5177 11505
3018 8281 9068
3018 8654 9985
3018 4046 8982
3019 7117 17999
3019 3566 10660
3019 1196 13675
3019 570 21233
3020 4368 6578
3020 4620 11075
3020 803 14413
3020 357 16067
3021 1749 5086
3021 6883 6483
3021 4126 9472
3021 288 10658
3022 7225 9154
3022 1444 10249
3022 6252 7523
3022 8901 13379
3023 992 3678
3023 8257 17807
3023 8458 9672
3023 5490 15238
3024 9038 5620
3024 829 7231
3024 8116 5563
3024 8395 11028
3025 4485 5421
3025 6369 13387
3025 2653 4408
3025 7504 12650
3026 4425 4943
3026 1714 11549
3026 9575 6494
3026 646 12602
3027 784 14399
3027 5992 7624
3027 9570 14831
3027 954 7492
3028 6494 14113
3028 516 2615
3028 3575 1059
3028 629 17252
3029 3745 9230
3029 2974 4941
3029 3870 5992
3029 5920 14949
3030 3473 5937
3030 7454 16719
3030 4657 13917
3030 7310 2310
3031 7890 7986
3031 9987 15867
3031 3691 5537
3031 1447 11115
3032 2855 18232
3032 1695 8280
3032 4061 16523
3032 4005 9361
3033 2302 13654
3033 4131 9343
3033 7157 13698
3033 1606 13711
3034 3032 19793
3034 2061 20927
3034 2201 9068
3034 5558 9551
3035 1971 18605
3035 5768 17322
3035 5870 14015
3035 7482 18852
3036 838 10025
3036 3557 9251
3036 103 17772
3036 2724 7660
3037 657 10442
3037 9687 8183
3037 3420 4392
3037 8245 10534
3038 5768 17583
3038 4076 8642
3038 4248 16637
3038 7530 21265
3039 1786 3741
3039 1462 2063
3039 7851 9457
3039 1974 6746
3040 6920 12495
3040 8735 4742
3040 4338 6953
3040 8704 18370
3041 5079 14650
3041 9806 16926
3041 920 5757
3041 1813 3279
3042 353 4672
3042 2048 1364
3042 406 13343
3042 6887 18137
3043 7405 10195
3043 4787 3353
3043 85 8144
3043 7791 7867
3044 1941 3898
3044 3773 10643
3044 8056 4684
3044 3155 10357
3045 7781 13276
3045 2567 7052
3045 7028 13985
3045 1355 809
3046 2793 7147
3046 9019 10438
3046 8931 7561
3046 7601 11413
3047 9149 8833
3047 1036 4365
3047 3671 5562
3047 146 14538
3048 2137 3842
3048 102 11350
3048 5049 17306
3048 1291 9197
3049 4813 9827
3049 3775 1687
3049 1637 4791
3049 7949 3927
3050 3012 6415
3050 82 15802
3050 1535 2357
3050 1487 9394
3051 5027 4210
3051 2800 15249
3051 9927 6515
3051 66 10240
3052 4639 4271
3052 9329 11443
3052 9286 7068
3052 7836 7013
3053 4986 2180
3053 297 7537
3053 564 5165
3053 7277 8468
3054 2450 7196
3054 1189 14679
3054 9137 11582
3054 3418 6531
3055 5081 8439
3055 8872 9431
3055 6879 23312
3055 8602 11032
3056 1035 3938
3056 4859 10237
3056 9171 5223
3056 6246 10623
3057 3497 7948
3057 1523 13241
3057 8218 6878
3057 3765 1457
3058 2288 13231
3058 3854 6430
3058 2016 14315
3058 8332 8611
3059 3436 13722
3059 4258 6299
3059 2003 14304
3059 5797 3469
3060 1237 15906
3060 4001 11079
3060 8873 13745
3060 6192 5944
3061 5845 4381
3061 9819 3733
3061 6949 5414
3061 2997 17434
3062 4043 4212
3062 3407 3534
3062 2871 9918
3062 3208 19808
3063 6578 17244
3063 5563 10593
3063 7357 21238
3063 265 7428
3064 7114 4328
3064 7313 15089
3064 1450 8672
3064 4235 5900
3065 2293 8351
3065 9138 6109
3065 4488 2087
3065 9995 9907
3066 3650 17747
3066 2140 6356
3066 4115 3644
3066 2531 3012
3067 7375 22252
3067 3385 10261
3067 8542 18527
3067 4630 4077
3068 9628 3363
3068 7220 1032
3068 143 9516
3068 141 16883
3069 6062 11896
3069 6488 13406
3069 7865 5704
3069 4481 2001
3070 1162 13058
3070 3819 12434
3070 1470 13735
3070 7491 4345
3071 4222 10223
3071 2927 9263
3071 3245 8989
3071 7580 11108
3072 4869 7358
3072 425 10336
3072 9973 6025
3072 6301 4054
3073 6901 7782
3073 5937 11686
3073 8895 12718
3073 9040 8701
3074 9303 14369
3074 1977 17306
3074 3101 8353
3074 6727 18615
3075 2444 14381
3075 8790 12798
3075 7874 14323
3075 9857 4186
3076 8132 10305
3076 5958 14084
3076 7630 14969
3076 1425 7410
3077 6354 6940
3077 5027 4617
3077 2017 14887
3077 3972 13425
3078 7543 5034
3078 4206 12309
3078 1280 6691
3078 8326 11490
3079 6317 14468
3079 7208 9502
3079 1725 14577
3079 7134 12163
3080 6008 16970
3080 4895 7155
3080 5829 12273
3080 5744 17841
3081 2002 15713
3081 9553 2605
3081 8707 10005
3081 2374 16038
3082 9371 11061
3082 9689 9883
3082 203 9282
3082 3589 13802
3083 8906 13474
3083 1294 10435
3083 9517 9426
3083 6472 7526
3084 852 6138
3084 49 9254
3084 6172 16239
3084 9371 12518
3085 9938 8710
3085 5315 14632
3085 2276 7716
3085 9953 13696
3086 1717 12090
3086 5989 6848
3086 7441 18123
3086 5791 15080
3087 5852 14254
3087 4977 9301
3087 7259 11263
3087 685 6148
3088 1490 6406
3088 4123 10194
3088 5666 6197
3088 1436 8727
3089 387 15715
3089 6263 12296
3089 5382 6221
3089 1676 13217
3090 8193 16768
3090 9786 10519
3090 2572 2690
3090 919 9866
3091 6447 12905
3091 511 5750
3091 8084 13887
3091 8209 12300
3092 9562 11241
3092 5760 17966
3092 1650 18902
3092 5215 9565
3093 6522 8090
3093 4318 10964
3093 4235 6016
3093 3361 10905
3094 5427 10884
3094 6263 12635
3094 465 6657
3094 2573 12818
3095 8050 14499
3095 4718 13810
3095 7941 15347
3095 6898 3212
3096 7756 14522
3096 201 17883
3096 802 17714
3096 9312 7922
3097 2482 18706
3097 7716 13409
3097 3146 8815
3097 6636 17578
3098 7360 9562
3098 5166 4639
3098 5578 14862
3098 6900 7607
3099 9687 11490
3099 6787 15055
3099 4601 3917
3099 5934 14704
3100 6643 23018
3100 2488 1866
3100 4322 6716
3100 3594 12200
3101 3316 18445
3101 7920 5695
3101 6564 16675
3101 8515 12524
3102 9625 18703
3102 1711 16506
3102 6585 2984
3102 4527 7806
3103 5425 6473
3103 1067 17090
3103 3895 5792
3103 2946 7968
3104 6124 12144
3104 5286 3091
3104 4185 9932
3104 427 6120
3105 6467 7101
3105 9943 16617
3105 6453 5481
3105 9556 13113
3106 3826 12570
3106 7077 3207
3106 2582 14612
3106 1148 19968
3107 5395 18988
3107 8375 11299
3107 4437 11657
3107 2173 9532
3108 3971 13339
3108 1102 5448
3108 2941 13670
3108 7338 4162
3109 4907 12051
3109 6352 6628
3109 7384 15466
3109 1842 8267
3110 5853 15002
3110 3236 6514
3110 5723 13646
3110 770 15257
3111 5951 3022
3111 5649 1956
3111 9537 11682
3111 8204 5539
3112 1305 12112
3112 8475 16978
3112 3581 16973
3112 886 4742
3113 925 4237
3113 7536 18559
3113 2306 18034
3113 4494 20829
3114 1534 11439
3114 6165 20158
3114 9498 21279
3114 4060 9407
3115 5867 1407
3115 489 6204
3115 7421 18347
3115 9733 4388
3116 9071 13064
3116 7404 2949
3116 3845 3928
3116 9857 12740
3117 3498 16442
3117 1931 11605
3117 7654 16513
3117 8465 12500
3118 1770 4151
3118 3357 19809
3118 7640 17462
3118 5225 14968
3119 4962 8589
3119 9089 19275
3119 9646 11421
3119 5321 9106
3120 4928 12865
3120 9872 8180
3120 6514 11672
3120 4876 12026
3121 3744 16828
3121 3206 18501
3121 9662 11858
3121 9998 5839
3122 3515 5704
3122 3837 9745
3122 264 8870
3122 7227 14695
3123 1288 9984
3123 3926 4578
3123 5768 10445
3123 717 14239
3124 2324 10765
3124 5963 11624
3124 8369 14489
3124 7250 12374
3125 7978 10407
3125 9537 6772
3125 1587 11043
3125 9640 12909
3126 3623 7495
3126 6040 2796
3126 3402 13646
3126 689 16195
3127 5002 10351
3127 2710 5680
3127 4448 10670
3127 6222 7001
3128 6958 3764
3128 4002 16479
3128 1479 8708
3128 4592 9840
3129 320 4939
3129 2799 11610
3129 9816 11568
3129 7049 18431
3130 8791 8328
3130 5475 5927
3130 3223 2031
3130 2202 9971
3131 5461 18099
3131 1041 7455
3131 6189 2796
3131 9917 22572
3132 3442 4639
3132 1262 15246
3132 7394 4957
3132 479 10497
3133 8162 9467
3133 3018 3664
3133 4875 12201
3133 5192 10242
3134 8554 13126
3134 1105 10355
3134 475 14083
3134 8123 15243
3135 9289 8221
3135 4339 6979
3135 9411 2144
3135 8730 11735
3136 5222 8568
3136 6523 10272
3136 3519 8261
3136 7362 10303
3137 9047 7518
3137 6730 10448
3137 238 12264
3137 7888 9308
3138 6863 7847
3138 7595 15446
3138 5104 1901
3138 2153 14385
3139 6757 14135
3139 6486 17762
3139 4918 6575
3139 5344 13355
3140 5037 14110
3140 1129 15193
3140 4498 9502
3140 535 10688
3141 1024 13162
3141 7115 9146
3141 6442 11084
3141 8056 6740
3142 6246 11876
3142 3807 11510
3142 6401 15058
3142 9771 9388
3143 1143 12787
3143 1993 7471
3143 6465 6109
3143 8193 12496
3144 6819 9855
3144 5139 15761
3144 8196 13527
3144 4288 4249
3145 2097 16117
3145 8007 16581
3145 2394 16515
3145 8616 15023
3146 485 18788
3146 9178 4396
3146 8645 2762
3146 8381 8872
3147 1666 4687
3147 9485 3743
3147 8394 11294
3147 7450 10098
3148 2210 19364
3148 7527 12035
3148 5286 4578
3148 2329 16739
3149 1292 10385
3149 7858 10654
3149 7926 5262
3149 954 9224
3150 3867 5887
3150 5902 11658
3150 9495 9596
3150 2436 10501
3151 6251 9447
3151 9976 10741
3151 6281 10673
3151 1807 14536
3152 7988 15497
3152 8129 9046
3152 9919 7305
3152 5573 11662
3153 7181 10283
3153 7266 9070
3153 3145 5970
3153 5392 18727
3154 8159 13427
3154 163 11459
3154 6809 13612
3154 914 4210
3155 5956 13980
3155 4278 20051
3155 9880 3080
3155 6712 2255
3156 4487 7971
3156 6429 6947
3156 5911 16377
3156 9234 8646
3157 5639 7324
3157 3882 11116
3157 3918 5512
3157 7970 6543
3158 2824 1256
3158 697 9417
3158 7424 5393
3158 4928 10499
3159 9015 6149
3159 733 11239
3159 4973 13122
3159 4628 9275
3160 2945 8850
3160 9260 13290
3160 418 13422
3160 2009 12369
3161 7692 7216
3161 9620 10397
3161 2158 4880
3161 7309 4456
3162 8998 11853
3162 9132 11490
3162 836 4490
3162 4505 4330
3163 114 4810
3163 1177 1445
3163 6338 11813
3163 6186 7961
3164 163 12291
3164 6304 10496
3164 6266 4302
3164 7879 13087
3165 2454 19894
3165 1811 7800
3165 6592 17888
3165 6016 16973
3166 3541 16446
3166 1701 14521
3166 5300 16641
3166 1339 10990
3167 3527 9222
3167 219 3936
3167 9242 12669
3167 9723 12032
3168 5964 15340
3168 2166 3105
3168 7749 9402
3168 2419 1389
3169 5220 7349
3169 7523 4227
3169 4785 19041
3169 5217 4034
3170 3715 18590
3170 9509 5060
3170 473 13923
3170 7569 13952
3171 8006 17458
3171 4758 19059
3171 1022 16842
3171 7578 10144
3172 7901 20134
3172 9354 16626
3172 2118 10715
3172 7120 11633
3173 8446 12343
3173 2765 14266
3173 6981 11697
3173 6726 8546
3174 7724 15931
3174 8507 14014
3174 143 7723
3174 5046 8074
3175 869 17263
3175 1332 4571
3175 568 10144
3175 2757 17119
3176 7267 12961
3176 2159 10384
3176 2599 22758
3176 176 17371
3177 8923 6485
3177 8457 16540
3177 5135 14770
3177 9110 4861
3178 2012 11945
3178 6355 13716
3178 6644 5718
3178 1279 4630
3179 1993 9607
3179 7197 19731
3179 4575 14822
3179 5865 14831
3180 6869 14362
3180 5778 7735
3180 1613 12631
3180 1899 2953
3181 9805 3794
3181 317 8331
3181 124 7133
3181 4385 4422
3182 3750 1941
3182 670 10165
3182 4292 13151
3182 2840 13176
3183 206 19839
3183 7476 11425
3183 1655 3562
3183 8192 11222
3184 4893 12859
3184 8343 13722
3184 7603 13775
3184 6068 6905
3185 4922 6430
3185 4038 15454
3185 6723 16047
3185 214 4928
3186 2786 10768
3186 5955 16555
3186 2920 11829
3186 3418 13122
3187 1040 7884
3187 2413 9032
3187 7153 9572
3187 321 19379
3188 5026 8548
3188 2271 15468
3188 3450 6361
3188 8319 11307
3189 9070 6802
3189 4798 14559
3189 656 19235
3189 460 12745
3190 2977 14622
3190 9878 4484
3190 7967 6913
3190 7972 16257
3191 6434 12611
3191 2537 7728
3191 8408 2313
3191 9681 15151
3192 2956 8671
3192 9355 9433
3192 7553 5442
3192 6476 16748
3193 4990 15111
3193 7029 12974
3193 4875 9758
3193 1467 12477
3194 720 6592
3194 5246 14737
3194 1482 3800
3194 2 5198
3195 4431 9644
3195 2180 6849
3195 2938 2648
3195 6261 3333
3196 1078 8349
3196 2167 14141
3196 5181 10147
3196 2949 2492
3197 461 12483
3197 8430 7686
3197 3007 8515
3197 424 6410
3198 7241 8892
3198 9499 14238
3198 103 10757
3198 5246 4900
3199 6378 7097
3199 6919 9292
3199 2986 1967
3199 2264 6782
3200 3617 13475
3200 5990 11226
3200 4290 16189
3200 3456 6356
3201 2264 2549
3201 4754 7088
3201 6289 3223
3201 7961 10552
3202 9164 7050
3202 5553 13392
3202 6453 12958
3202 3789 17350
3203 731 3721
3203 8640 17446
3203 4420 16730
3203 4020 3574
3204 9310 8634
3204 3503 7338
3204 364 5960
3204 4205 11407
3205 8395 4876
3205 1117 13765
3205 164 17634
3205 7589 13113
3206 1641 5511
3206 1465 17928
3206 5773 19290
3206 8049 7858
3207 4123 8454
3207 9176 6283
3207 3216 10186
3207 1517 13792
3208 2068 16978
3208 7858 14375
3208 8040 8506
3208 6694 5284
3209 6254 17886
3209 1270 12909
3209 3360 15819
3209 8596 10094
3210 7752 12679
3210 4181 16612
3210 9222 4522
3210 3432 9942
3211 2320 15158
3211 40 22526
3211 4798 10487
3211 8608 13150
3212 8978 8589
3212 7670 17216
3212 8697 17814
3212 2264 17473
3213 2579 19194
3213 537 7221
3213 5630 14426
3213 4995 9903
3214 723 16500
3214 4272 11279
3214 5634 15326
3214 5162 11670
3215 5892 10024
3215 9816 2375
3215 4008 14155
3215 8038 4519
3216 8644 13785
3216 4054 12478
3216 4219 11920
3216 4247 13502
3217 7189 9918
3217 5639 10613
3217 6848 1305
3217 3185 8089
3218 127 9039
3218 1 7114
3218 335 10873
