vertex_name,position_x,position_y
20244,53563,-62153
20245,91998,42115
20246,-55726,-56745
20247,85321,-34130
20248,14342,-2263
20249,-40939,-79599
20250,-21199,-50605
20251,-5928,23489
20252,76951,86119
20253,-95872,-5763
20254,-73185,-34129
20255,99931,22619
20256,-96746,-97084
20257,1057,74488
20258,-28866,81002
20259,-32786,60704
20260,-28807,-27311
20261,9294,-59889
20262,69876,35059
20263,26036,-26329
20264,-3528,-80246
20265,-31300,-55339
20266,-10209,-98209
20267,-79749,97652
20268,-4756,18257
20269,-64717,-38889
20270,47741,-51367
20271,38052,-14956
20272,69652,46218
20273,41628,-22745
20274,-22988,-8107
20275,-11271,-42900
20276,49324,-12600
20277,52024,59876
20278,50586,-31113
20279,82467,74568
20280,-85001,32325
20281,-52035,-63297
20282,-65452,-57925
20283,59197,99171
20284,43633,32150
20285,-15253,-71133
20286,26487,91830
20287,20508,-83475
20288,-29062,90957
20289,-12984,-19340
20290,9335,-49373
20291,8521,16515
20292,35119,-97718
20293,79025,61407
20294,-13029,12793
20295,95333,47961
20296,-68061,-33018
20297,42200,50351
20298,-82106,83316
20299,83538,-61579
20300,-73837,19360
20301,-23765,754
20302,-11031,-57068
20303,81581,-83320
20304,28397,22573
20305,63441,-14295
20306,-18594,-37897
20307,-95231,23157
20308,-81316,98648
20309,60314,5953
20310,91386,-88462
20311,-16362,1017
20312,-23173,39067
20313,73317,-1663
20314,-63678,-31084
20315,-95441,3744
20316,73050,82522
20317,-96055,27944
20318,-23189,85478
20319,38008,2600
20320,28440,27142
20321,70037,-23560
20322,-55389,-50295
20323,15306,-31952
20324,-43559,28765
20325,-16367,19075
20326,68923,-7579
20327,75531,96985
20328,-49453,20027
20329,-86421,41979
20330,-98319,-9871
20331,57099,-70532
20332,1024,98007
20333,90569,-83108
20334,6379,-12491
20335,84683,-33569
20336,40793,97108
20337,-81999,79744
20338,-37750,-84071
20339,-9495,21815
20340,-69308,44675
20341,-22210,58464
20342,76350,-56760
20343,-68985,-48030
20344,-23791,52842
20345,46172,-86664
20346,-8865,-60947
20347,574,-98524
20348,51078,76436
20349,-60817,-90038
20350,-75619,67065
20351,-29092,32578
20352,96026,-35939
20353,-74284,-44579
20354,-38080,3052
20355,-16653,99522
20356,-66453,87649
20357,-11830,59766
20358,73468,20712
20359,10445,-59159
20360,-85433,-45290
20361,26887,43579
20362,-1268,90902
20363,15201,58364
20364,-49091,12477
20365,79866,-55874
20366,-41029,46219
20367,47166,16026
20368,-6018,-55152
20369,-94524,93632
20370,-65623,-59228
20371,-75600,24863
20372,78894,62311
20373,-41142,-15167
20374,83814,-76806
20375,-44337,-9335
20376,-40895,44920
20377,-51972,51770
20378,77792,62101
20379,-69277,16847
20380,73040,78354
20381,-84509,-3182
20382,-70355,-45100
20383,63464,-55632
20384,46375,-99248
20385,-49678,-80994
20386,-85610,-10928
20387,18941,18069
20388,75807,-97048
20389,-44464,-56701
20390,60825,-72145
20391,35601,72247
20392,-80325,85839
20393,22764,85390
20394,32471,66641
20395,10555,-14969
20396,-69818,-23566
20397,-46194,-85116
20398,22584,71843
20399,56606,-34691
20400,-95186,17586
20401,-77929,61544
20402,41583,81636
20403,57957,11276
20404,72087,-22944
20405,86112,89764
20406,-10274,-67580
20407,-84937,57753
20408,51554,-9387
20409,36514,-77468
20410,-1017,-45060
20411,46344,98719
20412,50866,90635
20413,1781,-15807
20414,27622,-34867
20415,-67557,-53698
20416,-18425,34361
20417,51401,-49339
20418,-15608,-51658
20419,-87509,36512
20420,4669,73204
20421,86422,-81928
20422,-78817,46685
20423,-76575,8092
20424,57862,93020
20425,-46171,-29414
20426,-90896,-73223
20427,50469,47403
20428,-77580,31775
20429,-86437,51995
20430,78686,61129
20431,-11205,52614
20432,38055,33305
20433,46962,71732
20434,-67679,-2009
20435,-74141,-75134
20436,45472,90698
20437,-19049,-1826
20438,-23081,55516
20439,-96685,33273
20440,-45858,42813
20441,51682,-13992
20442,78614,40650
20443,33936,-6414
20444,-16886,41332
20445,-52979,-78870
20446,-6384,-37576
20447,7435,-73620
20448,-59839,-85721
20449,30480,-10459
20450,32390,11186
20451,95448,29849
20452,-40550,-35755
20453,4802,-70444
20454,2718,27715
20455,49294,30521
20456,58199,-93910
20457,-68417,-24539
20458,-72239,-81621
20459,97197,9026
20460,-36730,-80184
20461,-21487,71429
20462,-21911,28428
20463,95263,82236
20464,-84119,-87457
20465,-5779,-70262
20466,41266,98367
20467,-93214,-28517
20468,-99642,-31194
20469,20169,-24713
20470,-21876,-95608
20471,-84241,92215
20472,23325,67285
20473,1782,1410
20474,-12077,-81908
20475,42375,16259
20476,47005,32882
20477,-41971,8177
20478,46497,5860
20479,32105,62107
20480,73530,-37055
20481,-46432,1474
20482,-72260,60188
20483,-71607,29465
20484,93579,-16633
20485,-96517,85900
20486,95950,30403
20487,70804,-66455
20488,-60222,-95975
20489,-95595,-83961
20490,67740,-64972
20491,15851,-38588
20492,34063,72114
20493,-7911,-37982
20494,-28683,47900
20495,61142,-3556
20496,63033,-23709
20497,-56209,-74762
20498,88634,-66798
20499,50829,36605
20500,66193,-29010
20501,-52746,-94005
20502,66848,31748
20503,41146,403
20504,-67622,85929
20505,82115,5025
20506,7454,57722
20507,66568,12623
20508,-56297,-56594
20509,-41705,-28093
20510,-64929,57266
20511,68027,-27775
20512,-321,-4598
20513,66766,7873
20514,83913,-85726
20515,-14715,78962
20516,-80118,1145
20517,95905,-714
20518,96387,-91035
20519,-2702,16181
20520,-86951,23393
20521,61429,-60677
20522,-65436,-11593
20523,33872,27255
20524,-6559,2643
20525,98066,-75385
20526,-15226,86285
20527,63876,2098
20528,62883,-44742
20529,-90331,-56264
20530,79456,72885
20531,37392,50971
20532,30063,-14344
20533,61897,-86484
20534,-48454,17544
20535,87643,-54737
20536,70051,-34784
20537,-3681,54810
20538,40030,-74996
20539,27758,27989
20540,-96416,-55681
20541,-47576,93430
20542,4491,-71674
20543,80949,79011
20544,-94226,-34146
20545,-855,-29142
20546,-25696,39968
20547,25100,-24094
20548,79569,70707
20549,16923,97656
20550,-11298,68113
20551,10308,-72523
20552,-56624,50924
20553,14497,-23326
20554,72315,-52253
20555,73280,89164
20556,69167,6261
20557,-94834,87395
20558,-22545,4332
20559,-67809,52275
20560,-27541,41948
20561,-54570,-2083
20562,96721,73968
20563,9960,93620
20564,89166,-3425
20565,56111,93686
20566,7279,-99102
20567,-80785,-28580
20568,19421,-67777
20569,-14630,-25343
20570,62784,-80073
20571,4011,32253
20572,40967,55084
20573,36873,-14177
20574,-26711,-89274
20575,56618,42720
20576,-97574,26398
20577,72718,27441
20578,71326,89540
20579,28215,45598
20580,-74868,-68770
20581,11371,41085
20582,-99972,-75157
20583,51759,34939
20584,-79788,-80488
20585,5114,94207
20586,-54017,77525
20587,-94831,58561
20588,-94254,55844
20589,69374,-46188
20590,29200,-36962
20591,-44696,-16272
20592,-84404,31
20593,-86463,-92880
20594,59977,36031
20595,77662,-68461
20596,-90144,-92699
20597,43666,-50774
20598,77192,59435
20599,77254,41241
20600,97389,89022
20601,24969,43755
20602,23205,-49312
20603,28594,90830
20604,-60877,15624
20605,-33122,-62223
20606,-25620,45198
20607,21533,15653
20608,75168,-20528
20609,94841,68620
20610,53201,68432
20611,75993,20677
20612,75033,-2766
20613,15510,-36249
20614,18888,-79884
20615,-22761,95814
20616,-78300,72447
20617,-619,-86333
20618,93027,-9281
20619,-65353,72684
20620,49312,-47080
20621,85306,18142
20622,43165,-59738
20623,77689,-65394
20624,-2636,21112
20625,-16224,-1856
20626,-55580,-1369
20627,20683,-9777
20628,-74160,51275
20629,-76762,-7363
20630,54691,-79311
20631,-25444,-75570
20632,-89145,60647
20633,-15605,-12880
20634,-66171,-28187
20635,-3489,44754
20636,-44453,38385
20637,632,-48751
20638,74489,-45758
20639,-99648,1451
20640,49075,9459
20641,69932,-58917
20642,90772,-61230
20643,-23109,43043
20644,-71065,-78647
20645,-42874,-69096
20646,39498,-62352
20647,47663,17783
20648,44761,86188
20649,-8594,-62445
20650,27090,-80349
20651,-93083,-76247
20652,-55782,77193
20653,-97986,-53954
20654,47573,-310
20655,-40182,63097
20656,-6219,-22069
20657,-83443,-15115
20658,-13941,75685
20659,84487,-89792
20660,-29936,4380
20661,-36180,55700
20662,44706,-45364
20663,35014,-45342
20664,13215,51220
20665,45387,78125
20666,56340,-15912
20667,-21439,73722
20668,83121,-50597
20669,-78216,-83779
20670,-75202,-11986
20671,39673,-57557
20672,6275,47081
20673,44101,9874
20674,-60646,93020
20675,7427,-17510
20676,29147,-51731
20677,-61204,-43072
20678,52713,-91622
20679,33858,-4594
20680,22231,84702
20681,36921,-29120
20682,-37839,-86141
20683,77764,73554
20684,-57652,32834
20685,50316,84178
20686,93801,-4070
20687,75653,93199
20688,-20614,-72235
20689,92742,13593
20690,42821,-87989
20691,-23003,-60098
20692,-73255,-9195
20693,56794,47349
20694,18948,-32280
20695,32841,-64674
20696,-80870,900
20697,-96118,-95172
20698,-42092,-68356
20699,-52304,-27078
20700,-93342,62613
20701,-57192,-92741
20702,-3086,77430
20703,84273,-31317
20704,39295,-88617
20705,-97901,-54816
20706,-74552,-8425
20707,-58523,-79904
20708,18357,7283
20709,72993,80737
20710,81505,72776
20711,97159,-82425
20712,-57213,69373
20713,37416,-12034
20714,34626,71360
20715,71602,55605
20716,29448,24952
20717,71470,-72552
20718,-79776,-64217
20719,-53914,-63385
20720,-71553,57024
20721,86582,21952
20722,92027,-28652
20723,-52130,-33187
20724,-56532,-52230
20725,-43284,-82075
20726,-5019,-85779
20727,38500,53808
20728,-9104,84074
20729,94877,-28363
20730,95522,72355
20731,81584,54871
20732,4182,96771
20733,-8804,-3413
20734,94464,61791
20735,84028,-86818
20736,-98332,58339
20737,-81659,-67067
20738,-54183,-84387
20739,-62304,-64080
20740,-71309,25147
20741,-57056,35350
20742,-90462,-15100
20743,91108,-88942
20744,38372,12016
20745,27794,97746
20746,59786,20
20747,21523,71686
20748,6783,35580
20749,60665,-25865
20750,-89692,-34495
20751,-89733,83595
20752,-10886,-42171
20753,-78873,4813
20754,-12527,-91754
20755,23929,66726
20756,92955,-70900
20757,-4375,59938
20758,-15520,71301
20759,-89318,-3657
20760,64024,45270
20761,19819,35529
20762,7155,35027
20763,-436,51306
20764,33417,51616
20765,-94727,-11226
20766,6602,7984
20767,-20635,-5032
20768,-61080,-18108
20769,-9162,-2473
20770,-7763,45356
20771,-78340,25373
20772,-62847,28674
20773,87847,-75684
20774,-4288,-79100
20775,50847,-35610
20776,20262,52995
20777,30628,91539
20778,-96133,43419
20779,37325,41215
20780,-91343,-407
20781,401,-74828
20782,45270,6827
20783,-60352,43541
20784,-64563,-43434
20785,59175,-79448
20786,-34290,-54813
20787,-60317,-48007
20788,-34406,2420
20789,-20489,-56883
20790,-54043,32749
20791,-269,32825
20792,23017,58724
20793,-66432,95899
20794,38624,-91619
20795,-65553,56623
20796,96758,-25572
20797,93554,-75714
20798,-23259,87082
20799,69869,-21620
20800,-95766,-26091
20801,-93126,-49923
20802,66747,-54094
20803,-14329,88624
20804,-8869,-44921
20805,-40690,19859
20806,-29501,-11644
20807,-11388,-3869
20808,3078,-25011
20809,90637,-86496
20810,16037,94033
20811,-83961,80748
20812,1008,78637
20813,-58744,-76772
20814,-43916,46685
20815,69446,-40966
20816,-52857,35089
20817,-78185,-57290
20818,35874,-87289
20819,-33964,-31961
20820,-93010,-79546
20821,-21106,7883
20822,24743,-9880
20823,-58653,-45301
20824,61996,-1461
20825,66612,-87886
20826,-50108,-6118
20827,56120,-9884
20828,22632,33864
20829,41891,-73907
20830,44672,-15562
20831,78992,-38541
20832,-73751,38836
20833,-64149,52925
20834,80233,-95822
20835,-31880,21764
20836,-65193,-97270
20837,89689,93080
20838,95934,64076
20839,-71505,-26173
20840,-92146,59631
20841,7812,-19139
20842,-31528,-3769
20843,54104,-12017
20844,5184,-20230
20845,-4025,-62253
20846,21442,74271
20847,85955,-76436
20848,-40089,43796
20849,58989,46473
20850,88936,49720
20851,69104,-36726
20852,89088,12089
20853,45758,75500
20854,-73789,-33416
20855,9476,-2743
20856,-5058,86945
20857,-53146,-81828
20858,93789,-3433
20859,-96271,-80625
20860,37140,-14948
20861,36354,28579
20862,56221,27433
20863,68475,49413
20864,-72996,45796
20865,5815,2771
20866,39802,-98336
20867,-22892,27537
20868,17936,-37573
20869,50485,-44192
20870,-79324,4089
20871,-49866,28552
20872,88590,-4123
20873,73376,-87032
20874,-53503,-13397
20875,-49411,-13407
20876,3373,-34844
20877,-90239,94121
20878,55302,-8591
20879,-23174,-48369
20880,-92060,71473
20881,-55242,57253
20882,84801,97256
20883,-4900,82601
20884,19636,94795
20885,-98034,-90582
20886,-54881,51207
20887,-24326,30746
20888,41423,-2839
20889,15522,83786
20890,-41304,-55075
20891,71122,61702
20892,-99710,42014
20893,21136,-33081
20894,-54827,74952
20895,29125,-90274
20896,-7509,49261
20897,65575,-90045
20898,-41937,83684
20899,3351,93855
20900,-80441,-18411
20901,-34161,-1999
20902,-25342,-97767
20903,-66764,-73334
20904,-77921,92229
20905,36490,56010
20906,59963,82736
20907,-62274,-9392
20908,75661,83146
20909,59622,85977
20910,-56673,43004
20911,-68671,73878
20912,64310,46006
20913,89195,-53152
20914,26713,31812
20915,-66200,-96739
20916,-29531,-17927
20917,33263,-64799
20918,-73962,80584
20919,65915,43603
20920,22267,8444
20921,-23848,-23332
20922,86819,66795
20923,-50756,-63876
20924,87330,60730
20925,31728,67335
20926,76027,16045
20927,-64477,69145
20928,354,17481
20929,52045,90691
20930,-90576,-81870
20931,81063,59371
20932,-20470,-25359
20933,-51579,44292
20934,-58563,-29997
20935,-50532,1821
20936,-83618,99253
20937,2778,-66091
20938,-46342,-48802
20939,-94710,-81014
20940,4751,-30844
20941,66917,52515
20942,71034,-47425
20943,-70525,-14403
20944,77164,-22890
20945,-13427,-12941
20946,-18444,-72205
20947,37157,-41497
20948,-46215,71723
20949,25117,6750
20950,57557,10534
20951,65983,74798
20952,-36680,-25651
20953,-47663,76128
20954,-32794,16697
20955,-83412,50600
20956,-38277,-78688
20957,-65718,-24303
20958,-61579,-56077
20959,-91146,20923
20960,-7858,16607
20961,18485,43128
20962,-1823,-11592
20963,-77844,-96631
20964,26572,73796
20965,-6008,-29118
20966,25245,33243
20967,-84738,19076
20968,-43421,52284
20969,-39521,-24607
20970,22609,9895
20971,80734,26444
20972,-77053,-79571
20973,-52745,-93877
20974,62103,-73724
20975,41085,-18420
20976,18335,-29891
20977,28978,-74225
20978,-29047,-39815
20979,88194,32436
20980,-33054,-22391
20981,-93249,44048
20982,-38786,-87659
20983,74409,-81220
20984,43185,-46984
20985,-40951,28538
20986,-94725,70749
20987,-3184,28003
20988,5118,1681
20989,30876,-29040
20990,-71624,-83874
20991,-13358,62555
20992,51016,-69048
20993,50181,-46445
20994,16362,72218
20995,99137,2045
20996,-73376,92810
20997,74339,-19334
20998,-94445,67647
20999,-71917,20113
21000,86963,-22022
21001,-20785,-23761
21002,-12662,-45237
21003,-38796,-2324
21004,94033,35626
21005,42709,-61122
21006,40029,-24407
21007,-52231,-92097
21008,-82155,54744
21009,22139,58902
21010,80883,-25966
21011,17314,81341
21012,-65085,54481
21013,14500,2191
21014,-64752,-87363
21015,40745,8062
21016,-80037,-62067
21017,-59111,8272
21018,20838,7862
21019,-95438,38191
21020,93302,-54933
21021,29841,-89831
21022,-94776,19991
21023,-40969,-91024
21024,48382,-61106
21025,42732,-23382
21026,80963,31012
21027,-56226,68643
21028,-1288,71527
21029,93508,35151
21030,81434,-76507
21031,42836,30324
21032,50782,82491
21033,77533,-92416
21034,-69878,-88353
21035,-75499,-54640
21036,85412,-75182
21037,-72800,95703
21038,-8005,76180
21039,60053,-96361
21040,-64955,40952
21041,-66001,-26323
21042,-18443,-72989
21043,52869,71395
21044,1406,-81684
21045,78071,92614
21046,-36871,-30179
21047,58844,22493
21048,-7297,34155
21049,37819,54894
21050,-42616,98764
21051,-60977,13020
21052,48153,-58914
21053,-72066,-37410
21054,68304,-29303
21055,36088,-52842
21056,52741,-98697
21057,-70141,71748
21058,-95856,62988
21059,-17573,53621
21060,76764,-33911
21061,-39221,32243
21062,-75429,-5138
21063,-55731,-13014
21064,22810,-93880
21065,28293,-15920
21066,-66642,88821
21067,74470,-66580
21068,77355,-50548
21069,-30434,-38758
21070,18380,-75856
21071,20388,48857
21072,8321,-79761
21073,-41015,54888
21074,-8474,-10715
21075,-85335,-507
21076,71237,-8813
21077,-5628,5901
21078,-74136,89100
21079,-96388,-82851
21080,33003,-18710
21081,-15399,-9388
21082,-34116,-31052
21083,78836,51328
21084,35425,-23163
21085,203,33295
21086,-13060,-70653
21087,-58871,50241
21088,-44580,-22669
21089,-17661,16032
21090,34615,-2299
21091,-96110,76345
21092,-75017,2206
21093,63602,19155
21094,-25287,83565
21095,-66473,36385
21096,38797,37813
21097,90552,-47667
21098,-166,-50745
21099,-59260,10107
21100,91809,14238
21101,18545,36826
21102,-88165,14904
21103,-89095,-61619
21104,-58922,-79706
21105,-18142,476
21106,-43467,-85781
21107,39300,-6575
21108,-27519,-58567
21109,16156,-85998
21110,1033,59182
21111,-61834,-58166
21112,-83453,-13170
21113,71468,-46780
21114,-76206,95109
21115,-64963,63996
21116,90801,-4842
21117,21403,-31278
21118,47223,40257
21119,-30948,-54039
21120,-96332,84952
21121,18681,49842
21122,-75019,34229
21123,-76369,-28635
21124,67097,44333
21125,-18263,-65231
21126,-76838,-55687
21127,91751,-11437
21128,65720,3848
21129,-60636,-45819
21130,55539,53990
21131,2163,65841
21132,75058,-76503
21133,-92100,47341
21134,22273,-13945
21135,-56602,96794
21136,18197,56750
21137,-23151,26482
21138,36020,29679
21139,-51995,-36661
21140,-64498,-58766
21141,80551,-22432
21142,37047,70912
21143,57759,-4549
21144,2165,83630
21145,-16612,6668
21146,39658,-55639
21147,45124,62769
21148,51944,63129
21149,-15730,36010
21150,4116,29397
21151,-31477,54404
21152,35103,33207
21153,-41317,86974
21154,-2774,-75143
21155,3476,91158
21156,89251,-12079
21157,26174,41847
21158,63002,22698
21159,-41426,48968
21160,-31380,83823
21161,88070,39447
21162,16959,2857
21163,-40971,32061
21164,58994,1845
21165,-72387,77496
21166,54447,16108
21167,74389,38920
21168,-66675,-58520
21169,-30635,-39110
21170,76813,-12398
21171,-67294,-84713
21172,73769,34767
21173,-13791,67067
21174,3847,-39827
21175,89345,-57452
21176,-11484,-40274
21177,-99499,89315
21178,-97305,-56683
21179,76423,-61004
21180,46838,324
21181,453,57464
21182,-62175,-57841
21183,-92972,62970
21184,8671,92222
21185,95525,77669
21186,85381,-34412
21187,-81407,-88268
21188,26311,-92586
21189,-25576,32664
21190,-12433,-58955
21191,68783,-1292
21192,23708,87712
21193,74671,42155
21194,-30565,-30315
21195,80144,-32817
21196,-996,53759
21197,93550,38172
21198,48580,-62600
21199,-9819,85816
21200,33028,-36254
21201,-53900,34156
21202,-54690,20599
21203,-55531,95681
21204,-48734,-3747
21205,-7597,-54429
21206,-9111,-42398
21207,36782,-73449
21208,6931,-63273
21209,81426,-15454
21210,-21383,-41244
21211,-91892,15193
21212,27157,30221
21213,-9823,-22340
21214,-22148,73775
21215,-32564,-38718
21216,-85044,-77580
21217,-43292,-58846
21218,23059,-10578
21219,-88314,-51910
21220,-6298,-5378
21221,-76850,12912
21222,-2318,50526
21223,-97350,-29379
21224,-8478,69156
21225,47456,26609
21226,-28741,-70680
21227,94435,61448
21228,-8308,-1595
21229,-77453,-15952
21230,42974,81962
21231,-74964,-15809
21232,7083,-74952
21233,5693,-84322
21234,72934,46159
21235,-49090,-9937
21236,36631,-50656
21237,17214,1589
21238,24779,-43990
21239,-43604,-98466
21240,-5502,-74786
21241,16037,-11442
21242,-3728,-37496
21243,76474,80789
21244,-75352,97173
21245,18087,72737
21246,75849,-62241
21247,-57624,-39426
21248,45711,-26856
21249,-24469,19904
21250,-48610,12028
21251,94311,-40566
21252,-35529,-51341
21253,-50754,-69981
21254,-31825,88218
21255,48728,-58477
21256,60103,48165
21257,-87415,-68682
21258,-83909,-4742
21259,-23741,-63354
21260,61900,-98994
21261,47975,-68397
21262,-33408,93515
21263,23233,12724
21264,43821,-67480
21265,79566,-56599
21266,28468,8817
21267,46359,-49693
21268,7745,32387
21269,21996,73754
21270,58266,-8206
21271,-4633,-27331
21272,53446,47548
21273,-74825,-81863
21274,-66285,73546
21275,43425,-50460
21276,14451,91412
21277,8306,38743
21278,-60002,-36831
21279,-9660,46552
21280,-38410,55590
21281,25883,-96255
21282,-40543,53351
21283,-39232,52684
21284,27505,-55619
21285,-62590,-76521
21286,-10625,-90358
21287,93803,-22707
21288,73951,39444
21289,-53846,-28710
21290,-2416,-58406
21291,-35186,61800
21292,13652,34423
21293,13531,-65756
21294,67121,98855
21295,-69958,16621
21296,-16996,-7769
21297,-8065,-19774
21298,21487,26296
21299,-97223,-63346
21300,-86958,4419
21301,78807,44011
21302,58750,-29496
21303,23670,23992
21304,76012,99993
21305,-7002,59055
21306,-84163,-23740
21307,-58404,63938
21308,-75978,-85525
21309,-82859,-22430
21310,-68243,-54011
21311,-14899,-44874
21312,43621,28799
21313,-44893,28002
21314,-71675,98580
21315,49429,4865
21316,86191,-55315
21317,-58404,37565
21318,62124,-86797
21319,28228,17077
21320,-47464,2057
21321,13612,-41307
21322,76520,-41381
21323,11148,95431
21324,-7175,69514
21325,-71845,29247
21326,22672,-99700
21327,5685,12989
21328,-42749,55322
21329,-73707,53037
21330,54484,43934
21331,63586,54871
21332,58981,-67464
21333,70914,67004
21334,-65645,-68650
21335,89333,-53662
21336,36390,-32562
21337,-32110,54758
21338,16342,-94488
21339,80101,-41520
21340,97729,-43876
21341,-95401,-88883
21342,69716,53610
21343,-9367,-46372
21344,-23338,44273
21345,93688,-37073
21346,83767,92568
21347,-34149,-50514
21348,56326,-76111
21349,78716,-48396
21350,37752,-47192
21351,-52720,-15516
21352,-8365,-26775
21353,-8298,36532
21354,95287,85381
21355,-64421,-68821
21356,70510,78517
21357,-25490,28718
21358,77062,-1589
21359,15503,33410
21360,40570,-6055
21361,85610,-42209
21362,86042,558
21363,36306,-97153
21364,81905,-67132
21365,29800,92348
21366,-92920,-70506
21367,-64243,20687
21368,76797,36177
21369,-85696,83057
21370,-2691,-95887
21371,28097,64309
21372,-66415,25557
21373,-15220,88085
21374,-27500,76442
21375,83394,5380
21376,91158,9817
21377,53395,53863
21378,93217,79227
21379,12095,-18819
21380,6854,52301
21381,-51858,31369
21382,-33792,52379
21383,-77767,79978
21384,-69631,-27100
21385,17538,40105
21386,59364,-46615
21387,49079,23887
21388,-76244,-17116
21389,-5069,-66527
21390,-27496,84996
21391,-49841,-4743
21392,-69739,21895
21393,79967,-45336
21394,-82663,17580
21395,-20240,-35383
21396,-11094,-96569
21397,-79042,25851
21398,71281,-15913
21399,-67307,91679
21400,44426,-408
21401,-49603,37163
21402,-71110,62826
21403,45263,-47424
21404,-6720,-1879
21405,30138,-62706
21406,44376,-87189
21407,58336,84186
21408,41827,-2718
21409,37103,-20477
21410,44603,-83404
21411,81682,-12003
21412,-23089,-62260
21413,-76183,-43680
21414,-43264,-28494
21415,50579,13646
21416,-52572,-6273
21417,18843,57686
21418,40880,34200
21419,72484,-58488
21420,85849,56885
21421,74814,33866
21422,66669,-39483
21423,58583,-13401
21424,-5023,98057
21425,-31596,-46373
21426,69896,-30501
21427,99610,-51995
21428,-94516,-64356
21429,77783,43475
21430,44445,-1458
21431,-50215,-61030
21432,-69824,88285
21433,8539,-83338
21434,-85537,64426
21435,87187,-4558
21436,-89264,33434
21437,-10703,74794
21438,74518,-53550
21439,89779,-26325
21440,-88210,11382
21441,92820,74680
21442,-86058,-87932
21443,-47681,5144
21444,60736,-12949
21445,-48189,-56021
21446,70943,91796
21447,44139,55538
21448,-74596,-58097
21449,-86754,92137
21450,-72327,5528
21451,45374,9745
21452,-15982,15467
21453,35407,-57607
21454,76710,70210
21455,95161,96944
21456,-11391,69949
21457,-25676,-64919
21458,54377,-81335
21459,31843,-57184
21460,-27240,-91
21461,2558,-20658
21462,44,-62778
21463,-49010,67539
21464,882,-21111
21465,65986,86553
21466,37360,12807
21467,53607,-48390
21468,14373,-59776
21469,70807,45348
21470,-63762,-55658
21471,-45617,24126
21472,-53531,-87073
21473,79879,54435
21474,-12954,49266
21475,89610,-18845
21476,12406,3621
21477,93681,55361
21478,46433,-23829
21479,-11723,28746
21480,46212,-81301
21481,83838,28723
21482,-91748,-77674
21483,12492,-83033
21484,73990,66690
21485,92107,14682
21486,27215,66040
21487,29366,54756
21488,10386,-57730
21489,-88303,81702
21490,82731,-88446
21491,-87763,47280
21492,-7319,-13620
21493,17783,-70441
21494,32473,54403
21495,5760,-57177
21496,53933,-42136
21497,72686,-4946
21498,-39261,-74380
21499,95187,-32568
21500,-95496,42634
21501,74214,99024
21502,-16343,19721
21503,-48317,-67296
21504,-48778,-78833
21505,-97717,-67417
21506,-86156,92663
21507,22887,-40241
21508,-69086,38473
21509,-85526,-8360
21510,73636,-16875
21511,62043,-47659
21512,14413,72896
21513,-81716,37270
21514,-5483,-13366
21515,-30665,-95482
21516,56750,-48676
21517,-69106,-18964
21518,96193,69224
21519,3098,-82425
21520,-34790,-99058
21521,-93148,-70201
21522,43736,30758
21523,51641,-34933
21524,20010,-14770
21525,-33570,-91685
21526,-66907,-52744
21527,15623,-33681
21528,48195,36953
21529,3025,15049
21530,63555,87272
21531,-19143,54165
21532,74153,-89364
21533,82481,-10757
21534,-72706,4289
21535,62559,-62786
21536,-16645,-48669
21537,-42523,-91876
21538,21346,22277
21539,98572,-59538
21540,-42635,-25600
21541,-69679,50190
21542,20824,42846
21543,8230,-87244
21544,-66165,99025
21545,9832,-34715
21546,37553,-98932
21547,32000,67304
21548,-33409,-4566
21549,-48933,-29866
21550,10621,-25458
21551,-66732,-26157
21552,-51094,-30867
21553,-59395,91900
21554,-54555,-25135
21555,-97900,82250
21556,-47665,-10514
21557,65739,22012
21558,-50800,49009
21559,15559,57667
21560,-58235,-59890
21561,79215,96663
21562,-56467,-72402
21563,86810,-6815
21564,92487,-83351
21565,91393,27784
21566,69930,50821
21567,-47698,-31121
21568,-6838,31339
21569,29805,43653
21570,57633,11306
21571,76705,-87174
21572,26609,61909
21573,90811,48864
21574,94483,8561
21575,-35942,34803
21576,-43168,63611
21577,-66321,-29115
21578,28371,-92081
21579,-40026,51121
21580,41241,-73779
21581,9809,-51856
21582,85803,-75817
21583,68358,-9511
21584,77854,80346
21585,76546,-56928
21586,-84211,-55034
21587,23838,-59899
21588,-16497,-90807
21589,-91627,99550
21590,-53947,74442
21591,-71412,7167
21592,-57485,-36519
21593,-12656,57830
21594,83552,-12700
21595,61823,-97782
21596,-82064,41158
21597,-33548,15789
21598,30255,43925
21599,-48393,-37081
21600,85991,43981
21601,59409,-53719
21602,-12586,-40713
21603,17120,-49822
21604,-84069,-40517
21605,-96722,6335
21606,-52183,-4150
21607,1519,66542
21608,99344,28805
21609,-95817,78988
21610,-64516,45862
21611,-32730,84895
21612,-74707,-4023
21613,40099,-1566
21614,-23133,-16802
21615,-89900,44854
21616,-11022,-80404
21617,-1025,-38664
21618,-54014,88409
21619,979,-57268
21620,69642,14486
21621,84710,73758
21622,-50595,-64061
21623,-42530,-34035
21624,-72594,49181
21625,-32465,-43321
21626,-97092,-98918
21627,-81877,74833
21628,98568,16565
21629,8268,-29005
21630,-43717,83714
21631,36190,32461
21632,-67476,-95705
21633,11933,48647
21634,7771,20219
21635,-79170,-15696
21636,-15944,33862
21637,97327,-58652
21638,67769,87335
21639,-15954,-35354
21640,-75400,-76485
21641,-69853,1539
21642,-33307,-57951
21643,-14014,2445
