directed weighted
295 303 7
470 544 0
802 842 28
455 205 2
33 614 38
888 615 10
485 476 1
224 278 7
225 367 6
1005 536 16
225 989 10
892 929 -5
16 837 9
988 303 11
138 84 15
219 624 5
108 672 8
204 263 23
554 880 7
209 311 6
58 123 20
944 1000 4
376 875 8
693 197 8
767 159 17
105 91 26
688 247 14
852 663 28
175 793 5
203 25 7
705 585 12
343 175 10
293 648 8
89 551 17
890 455 -2
857 886 17
841 882 9
382 579 9
247 620 15
862 155 20
812 508 24
148 95 5
809 520 9
607 35 46
581 588 18
178 856 4
776 460 2
856 372 15
318 595 4
180 236 6
708 29 31
912 737 18
183 806 15
584 913 12
928 229 14
676 554 6
127 179 10
371 657 5
419 239 12
316 431 20
733 24 6
936 935 0
210 93 10
631 166 9
690 625 9
210 790 10
35 853 38
856 406 17
292 349 4
637 380 7
889 170 5
539 373 5
53 186 4
295 793 4
861 580 9
351 462 0
736 707 8
628 650 3
71 873 13
956 834 6
976 59 4
186 216 3
286 674 11
557 663 30
690 68 9
629 611 7
435 234 5
935 589 9
14 979 34
258 61 21
865 700 9
904 285 10
886 111 5
164 282 2
878 551 0
142 746 19
187 663 31
185 597 11
581 754 -1
110 903 7
474 5 6
200 890 8
269 984 16
62 827 4
458 470 7
821 780 7
321 746 6
68 916 14
502 242 21
519 87 9
504 849 7
887 624 26
783 237 5
736 542 0
982 100 11
300 881 3
266 267 25
978 458 -2
533 283 8
851 149 10
604 378 8
70 730 2
312 788 12
468 812 26
322 159 1
285 384 1
262 880 16
144 204 19
919 946 15
682 985 6
160 357 10
676 684 1
75 804 5
326 133 0
661 951 4
61 975 16
963 351 14
112 2 69
181 938 3
992 926 9
710 571 7
653 494 -1
615 800 6
974 959 3
55 366 20
871 388 8
451 324 7
949 402 5
798 822 7
850 236 6
695 810 6
937 632 14
398 261 -1
980 454 7
103 864 5
840 171 -1
113 700 12
438 268 5
25 220 6
734 518 14
639 587 11
657 613 2
34 468 31
602 827 1
929 474 5
873 657 11
929 858 6
25 975 9
476 467 9
254 712 8
11 378 77
756 1003 2
475 871 10
49 552 6
694 758 19
349 908 8
439 352 11
139 227 4
109 975 2
319 514 15
831 588 17
621 261 23
814 416 16
792 758 24
720 703 10
588 350 15
733 661 8
139 390 -3
273 533 41
472 912 18
482 707 3
700 910 12
395 928 9
307 505 9
156 277 9
898 852 6
807 180 2
886 985 3
897 853 3
792 527 12
626 166 1
376 692 7
472 110 14
601 285 5
970 556 5
201 142 20
4 289 26
74 280 4
227 820 6
196 264 10
524 830 2
460 596 11
850 626 12
126 164 2
346 570 5
489 86 -19
206 111 5
288 401 -2
213 899 8
179 402 6
565 49 11
361 124 12
100 935 8
432 186 -2
661 383 2
155 367 4
886 676 4
372 705 13
998 81 14
618 488 42
708 829 5
158 306 10
257 442 40
327 528 1
275 15 37
307 718 3
25 273 38
579 329 5
998 387 10
207 542 5
887 730 21
335 516 11
767 51 21
553 472 16
249 424 9
669 541 7
289 322 11
134 690 6
78 861 15
313 52 19
393 149 10
557 339 12
968 487 12
887 702 19
601 297 7
530 457 9
744 247 21
8 577 14
226 548 10
104 11 75
288 875 6
404 464 0
883 854 10
370 610 12
396 88 10
797 699 4
993 434 29
23 278 5
306 969 13
484 819 8
833 705 5
392 731 9
386 547 21
283 801 4
83 915 10
37 423 18
476 250 8
609 701 13
409 388 13
563 110 15
95 201 7
968 580 16
764 986 6
877 359 8
69 987 12
895 853 8
596 39 18
561 576 4
13 414 10
145 589 1
541 346 1
865 132 10
821 900 7
624 301 -3
892 120 7
846 88 7
311 676 10
397 8 15
239 967 7
504 574 -2
259 389 5
425 211 5
473 869 7
318 980 7
736 521 10
567 517 6
878 390 10
150 873 10
631 458 16
112 617 14
378 61 15
491 417 4
293 377 39
631 937 12
704 560 7
199 702 36
25 210 14
472 599 14
146 411 4
999 4 28
805 723 9
925 712 6
47 337 2
650 658 3
657 10 25
266 696 9
280 503 5
374 482 17
330 688 9
804 100 8
344 112 14
253 211 7
600 632 12
576 421 8
26 855 37
485 654 6
17 39 18
429 198 11
414 824 2
98 417 23
267 776 31
475 512 46
252 211 22
226 221 3
128 1002 10
571 234 11
340 972 12
97 363 3
903 103 9
876 671 8
697 971 3
153 674 7
353 134 7
486 660 1
425 677 7
521 994 3
314 652 7
301 153 3
785 320 2
491 812 19
740 762 14
177 905 -3
916 768 10
913 965 9
585 364 18
863 207 11
634 642 6
976 888 2
259 284 12
90 116 12
553 288 13
754 447 3
212 117 42
675 42 36
834 932 0
600 626 15
783 975 8
234 351 3
722 564 2
686 616 7
474 100 9
600 178 7
786 537 13
746 86 19
678 833 -2
67 843 3
463 701 8
686 693 6
486 639 11
862 625 22
301 290 11
224 82 6
570 46 3
466 825 11
737 703 19
865 721 4
578 789 5
768 363 3
783 472 15
436 898 -1
819 802 -2
946 50 24
612 498 4
455 310 5
399 299 2
253 298 1
13 718 12
877 984 12
362 871 7
781 450 16
209 4 22
146 245 13
9 940 16
865 734 4
444 712 8
929 371 6
610 287 63
396 679 11
786 971 1
433 337 5
253 688 10
21 952 25
650 725 1
196 175 8
331 126 -1
569 457 8
472 976 14
817 603 5
149 398 3
885 464 5
120 116 6
260 58 20
911 503 0
125 535 3
998 233 5
591 995 6
817 338 5
671 688 0
441 980 0
135 904 2
912 955 23
977 801 1
307 869 10
332 91 1
387 960 8
198 837 8
599 915 4
224 29 29
356 669 9
112 645 21
22 48 22
542 222 3
886 522 3
769 101 13
732 447 -2
401 241 5
743 346 9
92 752 45
610 858 8
232 886 24
686 839 9
312 285 8
888 751 5
839 766 12
489 469 19
49 328 9
221 828 35
835 693 9
4 161 30
337 470 0
562 90 20
17 700 28
986 513 -2
759 858 9
971 615 3
786 797 14
823 311 15
804 661 4
111 400 12
887 28 61
911 576 2
868 476 2
533 558 10
361 304 3
682 390 10
360 572 4
50 339 17
440 960 6
520 441 0
393 472 15
73 881 14
950 822 2
536 457 14
118 292 6
743 892 9
874 999 9
844 94 8
222 248 7
702 183 16
244 637 11
556 246 4
804 346 4
848 896 5
592 149 4
288 720 9
303 78 12
78 963 15
449 585 15
602 679 4
929 851 5
249 4 29
862 526 24
231 149 23
376 520 12
631 359 17
921 789 10
997 9 8
577 643 1
411 779 3
998 231 20
159 450 14
301 339 7
364 108 10
635 814 18
405 871 10
567 577 2
303 326 3
772 542 20
221 837 5
899 908 5
113 903 6
145 768 8
135 286 5
545 609 14
664 501 13
534 40 20
829 90 6
628 87 12
251 216 11
983 236 4
43 134 5
446 793 11
981 360 -1
405 641 12
753 636 10
441 139 13
908 671 1
119 80 7
337 804 7
307 63 4
542 904 3
745 149 10
1004 515 2
521 841 7
880 33 40
952 667 9
745 440 10
461 637 11
407 264 64
240 481 2
448 314 3
687 3 40
383 947 5
764 632 1
119 852 5
943 378 2
554 988 11
542 946 10
271 849 2
136 432 3
113 129 12
171 444 5
809 755 13
312 469 2
178 465 3
946 308 16
496 785 2
232 847 16
977 259 9
842 742 28
975 420 -2
614 858 10
746 952 3
6 44 40
989 113 3
157 697 9
982 696 7
537 182 11
396 941 3
807 540 6
749 894 -3
411 81 4
581 419 6
213 375 3
921 861 7
223 464 4
876 1006 2
375 122 5
715 372 11
531 311 3
821 365 6
804 739 10
930 794 3
666 814 16
307 988 2
262 406 15
169 405 11
626 483 7
434 655 20
683 52 23
137 562 23
414 484 8
99 853 7
81 774 23
64 544 8
663 210 27
329 666 5
418 951 0
281 669 10
108 838 25
545 906 13
215 812 17
740 444 11
432 195 2
134 56 26
719 938 8
825 797 14
88 365 6
822 449 7
107 699 24
821 723 11
84 324 13
277 345 6
194 599 9
344 323 8
665 704 0
287 3 67
670 717 12
620 934 5
748 882 5
596 1006 9
283 122 12
143 574 9
981 794 6
63 671 12
317 650 7
162 533 5
990 726 5
718 323 5
744 155 19
384 932 3
548 19 46
312 65 7
589 406 10
684 3 44
78 319 6
933 868 5
522 408 1
359 722 7
849 611 2
108 401 11
473 326 3
2 617 70
151 217 14
573 632 21
945 138 5
24 150 20
985 128 9
443 446 5
326 432 9
78 184 8
921 337 9
524 947 -1
462 621 30
537 775 13
228 297 5
630 443 -1
52 487 20
594 628 1
649 28 60
90 886 1
189 685 9
669 534 4
807 134 7
325 539 0
868 814 17
58 392 23
912 473 13
599 650 7
913 721 9
883 12 67
366 804 3
897 322 -1
75 620 8
432 336 10
718 258 5
513 59 3
385 326 1
690 2 65
801 688 1
777 275 30
421 17 26
695 713 27
753 866 10
264 235 9
194 707 6
997 273 45
340 32 8
553 719 8
537 227 15
846 657 -2
520 495 4
433 759 14
742 521 0
313 920 15
4 446 30
59 632 7
891 195 0
277 205 8
302 667 26
639 42 40
726 902 19
838 604 33
906 959 11
553 96 10
293 27 29
938 649 0
165 283 7
907 263 17
177 36 15
68 928 11
909 630 10
452 530 -1
68 120 6
403 101 6
434 637 26
776 848 8
167 683 61
831 355 10
505 370 8
14 698 34
265 250 9
14 160 26
985 932 6
838 39 34
967 316 13
948 319 3
542 564 4
222 987 9
446 796 4
133 887 24
142 114 13
991 591 11
880 294 11
460 739 6
280 63 9
301 37 12
818 109 1
494 595 7
821 887 19
831 558 12
922 664 14
694 132 4
907 662 12
565 949 2
211 512 40
873 300 6
419 815 2
45 92 53
415 122 4
196 878 10
780 345 11
809 893 11
699 85 16
198 634 11
763 397 -1
273 452 37
164 33 47
1006 40 16
925 598 2
463 520 6
330 869 1
588 702 18
1 373 68
285 279 14
717 444 7
547 145 6
687 957 1
855 17 28
869 666 8
58 352 23
835 943 8
666 332 2
470 978 7
864 264 7
213 439 4
900 921 8
557 818 13
656 335 9
980 865 8
155 44 15
871 537 6
481 602 8
553 698 9
875 155 -3
705 961 2
445 789 9
811 330 10
12 890 60
49 776 10
879 141 2
205 855 0
967 69 -5
714 648 3
847 124 8
544 368 3
520 198 12
564 415 7
417 846 8
494 504 11
69 172 11
788 136 9
70 184 8
741 514 20
531 287 61
533 751 0
158 938 2
231 448 19
350 309 2
61 741 20
100 89 9
611 810 5
34 514 36
694 590 10
267 824 25
456 385 9
859 824 11
325 798 6
326 130 4
503 971 9
216 770 8
25 535 5
4 763 29
998 630 8
331 320 7
128 602 6
890 446 10
581 14 36
396 75 3
573 211 19
492 495 19
105 542 34
86 975 29
704 526 5
128 616 11
26 925 39
760 898 12
71 95 0
350 810 6
528 784 0
137 926 24
100 772 11
964 906 18
680 785 -2
81 620 -3
468 630 7
659 928 8
798 324 5
329 272 16
620 315 11
632 550 1
761 539 3
714 967 5
597 74 13
4 749 22
457 252 18
514 397 14
26 831 38
361 212 37
125 367 -2
895 431 5
160 727 4
48 67 31
3 379 46
418 786 9
807 412 10
505 324 12
135 383 10
382 741 10
767 549 18
869 929 15
9 565 8
893 861 5
587 568 11
788 157 1
752 504 10
82 413 19
465 530 8
536 391 14
915 69 6
97 142 17
491 107 21
644 894 3
411 554 9
315 729 -1
690 525 6
31 409 7
124 681 8
469 259 4
857 615 18
996 742 1
1001 926 1
480 30 6
580 822 9
967 439 12
552 787 2
849 994 0
160 324 7
226 84 10
985 243 3
719 192 11
311 257 40
76 778 11
44 134 17
999 777 23
968 216 9
849 751 10
695 593 0
307 215 8
180 703 4
30 302 21
794 223 2
587 367 8
14 672 29
365 144 10
879 66 8
371 132 7
297 323 5
506 231 21
265 375 3
975 401 9
408 255 0
457 582 8
852 91 4
79 420 6
906 356 17
675 513 8
244 754 8
843 341 3
901 848 6
959 181 0
727 983 5
192 358 6
559 845 4
499 654 15
599 365 1
204 13 18
296 810 -1
527 681 14
789 710 -2
846 871 3
519 745 5
916 120 3
82 240 8
350 638 3
116 1004 6
521 267 28
241 616 11
949 447 12
976 493 20
328 381 2
534 94 4
797 851 5
879 787 8
56 906 29
923 587 0
54 475 5
586 377 45
507 553 13
40 278 19
562 298 18
365 264 2
654 110 -2
102 117 3
63 708 3
126 427 6
93 257 49
297 148 4
764 750 0
42 688 38
249 871 4
101 68 8
667 502 12
289 202 12
490 902 22
595 42 43
962 305 10
222 817 4
326 797 14
678 52 21
448 663 25
546 420 8
34 799 40
32 725 11
329 813 21
614 174 5
709 153 10
580 554 9
267 907 25
880 194 8
126 20 66
627 589 3
817 224 3
277 336 6
991 118 12
589 399 9
438 917 6
117 660 4
710 798 10
738 265 2
724 306 11
143 910 4
900 258 -2
62 830 14
814 386 19
481 626 10
269 758 18
571 488 0
569 699 4
707 796 13
207 1 64
192 977 4
192 872 9
366 913 13
128 312 3
179 626 3
290 661 0
209 201 9
631 164 7
279 525 24
834 334 3
605 823 7
52 176 17
378 930 5
599 8 22
634 200 5
3 859 39
645 575 4
90 703 7
461 981 3
965 890 11
600 830 11
963 750 8
75 344 5
445 82 4
321 884 1
405 725 12
334 239 15
129 728 2
324 247 7
4 444 25
869 15 42
731 919 11
817 840 9
302 156 23
782 447 4
352 360 17
762 274 25
435 124 7
663 233 30
285 663 24
663 344 30
952 1003 3
163 387 6
967 817 8
89 773 11
656 60 26
159 284 5
120 523 5
96 375 3
346 471 12
793 500 5
184 810 5
617 152 76
9 925 16
52 641 24
885 77 33
603 16 12
305 442 4
780 60 18
119 121 8
895 585 16
994 441 2
553 903 15
53 290 6
126 363 3
255 554 3
676 629 8
449 781 2
2 193 68
698 422 28
800 318 13
653 5 13
325 11 69
857 206 25
942 127 8
934 291 3
762 205 4
187 773 4
292 99 10
255 613 1
771 537 6
870 735 6
424 649 10
426 908 1
111 121 7
955 220 6
779 844 7
829 20 63
162 354 12
845 972 13
88 422 36
101 675 3
346 651 4
423 937 17
643 177 12
278 728 -1
568 857 21
677 798 4
276 364 9
560 902 16
463 513 10
62 364 4
231 783 14
739 34 30
201 412 11
33 613 42
41 5 10
607 891 7
889 37 8
113 977 13
681 315 1
487 34 38
421 721 8
639 311 5
832 615 4
308 595 23
981 620 9
190 888 3
205 125 9
680 673 6
195 373 11
704 136 0
287 567 65
548 400 15
70 768 8
549 653 10
411 682 9
871 479 5
8 502 20
899 656 9
690 31 12
22 187 2
765 82 3
461 120 6
377 787 44
251 89 14
522 446 10
202 331 8
345 279 15
478 979 -1
730 406 10
881 963 12
938 328 1
241 355 6
590 100 5
989 195 6
426 800 12
990 102 4
123 769 16
156 246 18
888 239 8
149 160 9
877 268 -1
792 780 1
21 706 29
837 139 5
659 215 8
91 680 7
860 819 9
744 863 15
952 481 11
213 584 8
910 520 8
210 509 2
259 255 3
266 777 22
200 88 -2
136 740 11
412 341 1
959 590 5
8 431 18
190 144 8
468 460 4
172 1002 5
946 416 9
921 1004 8
462 705 9
775 411 12
381 312 11
594 867 2
567 738 9
340 681 8
609 860 11
414 407 64
610 81 7
915 118 4
176 761 4
508 632 9
786 256 17
563 512 41
567 491 10
678 104 7
271 730 10
901 226 10
491 407 68
553 114 14
978 928 8
527 153 7
342 558 16
100 253 14
321 44 18
324 967 9
22 338 4
933 926 12
300 380 10
753 470 11
635 620 13
654 26 43
450 49 14
9 443 10
727 120 2
354 62 13
836 747 0
738 627 5
379 693 1
775 357 7
669 1006 8
794 486 3
948 846 7
498 495 -3
435 710 7
289 804 3
262 484 10
300 63 3
561 407 62
849 679 6
162 873 3
738 400 3
930 178 7
928 149 10
930 143 -1
986 960 12
607 290 2
876 625 8
394 884 34
152 140 69
267 95 30
616 42 37
961 979 11
910 348 8
876 615 5
502 424 11
350 755 4
892 655 16
957 85 17
723 289 11
732 276 9
45 193 24
194 795 10
891 788 9
378 751 10
609 727 10
883 869 5
777 4 31
744 655 19
564 939 7
350 153 9
770 764 5
75 465 6
484 889 11
347 140 1
684 139 8
975 456 8
305 220 11
438 802 5
444 290 4
459 851 7
888 122 10
232 601 14
277 198 8
437 862 15
461 501 7
899 24 10
677 305 6
860 583 0
188 602 0
404 88 11
906 969 19
168 515 14
245 788 21
953 345 3
666 833 9
132 195 12
148 139 4
443 946 13
271 513 9
302 1005 24
933 975 10
705 179 4
910 998 12
16 863 10
470 223 6
895 357 6
178 83 -2
39 385 22
51 531 14
694 320 11
84 920 12
710 700 12
612 289 12
526 183 17
687 146 4
205 54 4
980 5 3
398 740 6
973 700 10
875 479 11
360 447 3
432 940 9
286 355 4
887 181 20
603 908 9
79 255 8
14 131 36
402 902 22
447 952 8
430 175 -1
259 187 0
243 695 8
419 265 9
372 719 11
808 161 14
516 368 11
312 11 71
206 266 -2
11 410 72
828 461 29
1006 871 11
446 204 22
660 422 33
213 819 4
882 103 3
38 575 12
290 752 10
182 433 5
846 798 3
168 136 20
393 415 7
74 173 9
134 822 8
563 353 8
290 16 15
832 30 12
512 441 39
621 949 23
906 272 22
775 243 8
26 405 46
974 467 5
136 21 29
750 936 0
560 938 6
328 459 9
436 183 14
123 859 12
1005 127 4
829 892 11
515 286 7
985 996 6
769 114 9
81 742 12
503 58 18
178 964 9
289 312 7
404 718 8
532 196 8
810 690 12
918 334 3
227 812 23
108 864 2
823 614 7
480 652 7
698 191 11
409 877 7
414 144 8
813 435 18
521 474 5
366 737 25
951 522 8
134 982 3
756 131 5
88 891 5
542 865 1
943 908 3
470 936 5
895 725 3
601 489 27
780 225 6
822 941 9
91 882 7
941 435 2
61 195 22
15 62 34
728 144 4
602 933 7
330 804 9
293 65 5
314 49 7
62 221 11
619 471 3
957 823 6
784 998 7
792 872 8
298 761 6
115 863 -1
132 973 9
189 265 5
413 201 20
431 750 10
218 362 11
514 643 21
643 804 0
942 594 -1
708 409 6
634 310 8
693 330 4
666 294 9
352 235 7
639 467 9
423 799 22
179 668 0
794 695 4
532 20 60
47 532 7
595 769 13
702 952 9
901 764 9
669 747 4
484 629 9
366 626 8
98 435 19
852 747 10
429 266 9
722 727 7
459 323 2
537 205 6
304 843 10
674 554 7
747 327 3
578 251 8
749 662 17
707 255 5
880 254 8
110 307 7
466 334 1
435 310 5
305 901 6
599 621 21
932 577 5
475 972 16
454 265 5
670 279 23
19 831 39
818 198 8
277 1 74
950 451 7
230 11 69
83 917 10
545 229 17
270 518 12
532 444 -2
844 492 10
895 8 20
1000 65 5
13 782 12
156 898 17
714 550 6
830 845 -2
644 362 15
800 518 15
652 959 3
929 218 12
747 498 6
454 176 8
79 516 12
901 687 4
504 597 8
559 594 8
1004 62 11
967 765 9
271 480 6
884 153 0
664 399 7
999 410 10
87 598 8
831 331 11
116 43 6
239 452 8
797 21 24
966 149 13
207 658 10
540 13 12
882 736 8
497 260 35
220 308 22
896 591 -1
709 353 2
959 492 10
836 907 20
651 117 5
408 499 20
366 926 6
358 250 10
110 951 7
192 581 2
151 997 14
568 409 14
1006 568 15
293 227 -4
937 648 8
531 88 11
946 563 9
458 9 15
317 677 7
433 741 14
846 99 3
95 597 10
542 142 16
646 494 6
701 218 7
275 382 0
807 978 11
223 100 10
377 677 42
95 590 9
333 450 15
237 438 11
453 816 9
133 187 3
840 72 11
948 543 2
973 952 4
719 420 11
379 124 16
87 447 5
189 212 44
129 346 3
115 733 6
161 793 11
964 504 6
620 366 8
233 758 17
910 694 5
348 341 8
584 116 6
923 512 36
673 578 1
831 81 15
995 913 3
808 156 15
586 589 1
535 434 26
98 234 27
153 890 11
670 996 7
738 612 -1
260 636 20
775 341 4
303 801 11
736 534 6
366 881 6
782 692 4
347 10 23
748 722 2
277 97 7
874 901 6
720 255 7
456 236 7
166 715 8
662 125 15
609 452 8
122 222 2
432 188 9
104 386 16
494 348 10
272 958 17
175 643 1
937 380 12
100 789 7
835 316 20
859 198 7
64 107 24
673 562 15
998 168 10
386 250 19
950 140 4
597 408 13
797 406 11
685 780 3
459 534 8
451 39 25
397 576 5
819 595 12
106 603 1
624 264 12
933 453 16
695 842 30
804 772 20
957 605 5
806 721 10
311 390 4
617 323 15
50 582 20
148 464 12
158 81 13
444 591 9
12 689 68
954 532 12
780 640 -1
702 345 2
777 331 30
62 784 11
383 1005 5
55 985 23
867 230 10
93 179 5
758 830 23
187 301 11
949 657 7
535 607 3
15 798 35
397 1006 9
258 301 5
53 799 9
819 184 3
171 568 15
630 415 5
351 526 4
521 31 8
200 285 11
845 56 32
979 235 6
420 41 12
789 838 34
239 281 10
525 960 4
508 234 4
819 442 12
144 254 3
906 437 12
918 283 7
138 307 1
710 762 10
716 106 0
797 738 6
45 744 23
648 287 65
168 286 13
165 836 8
742 483 7
228 271 -1
509 510 6
727 294 9
63 371 12
682 147 8
468 137 21
420 792 6
781 587 1
5 431 10
656 415 9
616 686 7
294 314 4
224 266 8
650 978 9
644 724 11
234 819 4
513 495 4
548 497 31
146 246 2
85 563 23
84 405 9
24 963 12
121 237 15
501 128 8
175 397 4
940 91 -1
230 264 7
271 71 10
902 892 23
303 745 13
473 433 4
636 333 5
747 206 7
561 682 9
309 104 8
173 688 10
315 966 13
333 358 15
105 162 25
773 146 7
933 910 15
445 522 4
61 62 22
754 76 5
434 852 20
405 167 66
490 816 4
679 424 3
368 618 35
612 820 7
495 768 5
201 908 8
258 727 3
549 992 4
818 826 9
434 596 22
666 904 1
790 18 42
12 827 60
411 989 3
248 436 6
434 38 20
518 606 13
155 325 4
718 651 8
483 246 10
100 436 14
779 566 9
936 110 4
947 877 7
481 557 14
451 674 11
951 552 6
477 922 2
297 690 6
456 36 12
873 921 13
761 674 8
505 806 6
2 165 67
691 13 8
86 253 24
729 617 12
101 869 -1
594 269 19
942 133 10
634 748 2
974 40 21
340 811 9
974 857 25
859 465 7
805 721 9
835 326 10
839 716 2
314 702 6
398 930 5
829 726 7
434 537 29
986 947 4
711 911 5
615 301 9
632 644 8
384 50 19
270 591 5
15 758 35
263 630 9
61 247 22
62 298 4
862 744 19
470 456 4
867 333 13
594 749 7
58 655 25
525 279 20
685 491 -3
815 31 11
742 943 9
1002 778 8
918 325 5
203 620 6
268 13 15
305 240 4
715 307 6
601 795 11
379 80 9
62 404 6
759 336 14
129 865 5
975 558 10
537 387 6
714 624 10
9 51 11
449 992 6
491 135 8
206 872 3
494 503 9
296 326 5
248 932 4
4 397 23
8 433 18
995 675 9
689 1001 6
806 523 2
835 298 8
348 669 12
70 75 5
935 248 5
396 872 13
852 940 1
644 549 11
34 12 68
191 846 4
928 778 10
394 596 38
439 582 6
653 34 31
651 378 11
611 484 14
999 440 2
241 723 6
808 588 19
770 75 5
897 140 3
224 891 0
792 200 2
364 780 11
21 548 27
412 608 4
994 415 4
937 170 12
916 320 -2
286 145 2
722 769 11
385 23 7
518 125 19
439 285 5
88 947 3
135 247 15
792 645 7
577 185 7
103 268 10
344 690 5
167 761 63
661 184 9
188 393 8
960 313 2
817 689 6
340 343 0
522 71 1
380 83 16
890 245 15
169 799 10
121 481 7
383 741 15
917 47 8
948 761 1
49 899 4
824 343 11
177 414 10
939 320 11
560 233 6
480 77 30
416 302 25
438 63 12
327 560 5
980 833 5
975 200 6
447 533 10
216 570 1
82 744 16
283 554 6
805 2 70
969 509 4
631 883 15
721 948 4
939 6 30
867 271 4
51 857 23
910 303 4
835 100 10
447 878 11
734 471 8
139 961 13
680 190 8
830 889 12
545 369 8
949 504 8
796 687 3
101 496 9
720 1 64
509 520 0
99 540 5
492 347 13
702 115 4
510 972 10
304 112 23
231 996 20
541 242 23
482 516 15
407 205 59
923 875 13
749 871 10
895 887 20
755 28 64
645 991 12
739 711 5
267 666 34
610 589 1
879 436 2
878 217 5
750 72 9
746 103 3
93 881 4
330 87 3
426 217 6
553 473 6
935 516 18
812 703 24
552 192 6
783 99 7
711 637 4
189 298 9
365 227 6
992 792 10
723 423 21
220 214 0
723 618 41
400 899 13
874 634 13
615 954 7
255 433 10
493 648 16
394 122 36
741 122 6
482 588 25
791 413 14
67 676 7
981 966 16
660 463 4
395 384 8
435 63 13
225 942 15
726 100 7
309 841 5
128 872 5
528 380 8
69 362 9
850 3 44
951 852 1
279 899 21
348 601 7
379 7 54
132 99 5
135 136 10
690 211 6
972 637 14
529 576 3
613 817 9
463 785 6
770 568 15
439 447 4
136 138 4
98 722 26
124 323 17
995 674 14
654 344 12
182 816 6
634 547 4
437 350 12
558 884 16
207 694 10
896 801 8
701 835 7
999 703 9
698 148 11
495 888 5
340 264 8
658 177 3
923 113 5
652 795 15
152 124 74
68 415 15
927 900 3
35 19 42
445 109 -1
716 87 7
643 466 1
226 594 3
750 186 4
849 660 9
500 9 17
573 700 27
708 104 -3
977 851 11
677 516 13
879 80 2
235 633 5
736 444 2
673 208 26
66 7 53
898 880 8
627 751 3
692 413 16
95 104 3
643 778 10
260 657 21
878 1003 2
95 26 41
368 398 8
918 103 4
42 166 40
731 6 40
219 634 10
568 116 16
612 71 4
203 94 0
283 469 3
791 927 5
558 149 14
18 289 50
793 560 6
61 578 24
672 187 5
772 116 18
53 756 10
772 975 16
404 452 4
108 431 3
736 378 9
558 109 12
51 810 14
42 186 33
460 530 5
810 713 29
152 657 74
914 737 21
963 659 8
713 625 34
368 619 7
60 666 18
910 897 2
56 265 34
373 416 10
174 710 9
279 653 19
59 923 6
581 296 5
5 809 10
132 269 15
496 848 7
917 868 13
328 966 15
918 792 2
245 597 20
560 853 4
921 389 5
441 58 19
731 442 6
573 768 24
815 17 19
706 594 8
382 396 11
330 731 5
567 487 2
222 200 11
431 816 5
612 692 2
799 352 14
276 28 66
137 748 17
846 897 11
878 659 1
926 389 3
741 768 10
287 15 58
225 705 9
403 365 4
726 967 11
418 888 5
284 983 8
468 407 61
120 616 7
423 500 24
140 798 10
724 375 3
290 310 6
680 832 13
187 565 9
236 737 17
926 804 2
520 191 9
628 680 9
139 20 68
113 362 16
973 923 1
948 371 7
27 37 31
238 463 5
116 801 10
489 979 29
38 230 13
602 911 7
637 623 10
675 396 12
931 412 7
350 238 8
744 29 32
880 538 7
742 760 7
97 385 9
615 231 18
801 448 5
191 705 7
576 754 8
604 147 8
710 550 11
98 15 39
591 410 8
229 40 22
386 267 33
886 813 23
772 250 16
500 645 6
119 71 4
967 768 6
773 905 11
746 117 7
707 84 18
265 356 15
228 140 4
785 171 12
209 839 4
450 374 12
46 419 3
65 224 13
288 961 6
421 861 7
477 705 5
261 249 8
990 639 2
14 496 27
138 518 16
633 939 10
69 560 14
616 982 4
674 485 14
156 707 14
257 256 49
971 283 0
370 751 12
396 718 3
32 507 5
506 136 16
674 393 11
825 989 1
35 964 43
581 498 3
456 67 12
928 847 3
418 565 2
257 957 40
634 706 7
423 590 22
273 322 42
190 245 22
195 592 4
903 975 6
825 540 9
383 762 5
699 395 5
352 106 14
181 511 24
329 295 5
850 343 15
155 813 21
536 752 19
190 37 6
850 715 6
850 528 16
618 815 38
978 794 5
978 603 3
787 215 3
8 970 15
421 376 4
607 663 32
646 568 13
367 230 10
15 183 35
178 510 3
519 278 11
705 50 20
954 455 3
612 40 17
489 327 26
834 581 2
893 870 8
2 494 71
373 105 27
416 69 8
303 442 8
416 1000 5
982 439 1
926 488 4
784 981 4
727 457 9
291 241 -2
422 717 30
305 397 12
796 589 7
931 253 2
202 840 3
476 6 35
113 133 11
529 731 1
864 960 6
875 709 9
960 623 4
240 691 6
560 928 3
574 565 3
259 358 1
956 381 1
215 560 1
542 723 0
839 254 7
2 674 64
768 231 18
709 628 7
278 81 9
685 883 11
124 599 9
54 893 12
287 128 68
861 591 7
99 610 8
692 550 10
245 373 17
634 838 26
385 246 10
83 421 5
882 788 5
563 939 10
826 468 10
673 808 12
847 301 3
205 873 10
793 83 2
639 793 7
661 507 6
658 153 10
410 733 0
463 445 9
291 318 12
269 255 17
197 921 14
759 138 10
35 1006 39
367 44 19
849 776 0
604 74 8
225 371 9
817 476 6
451 820 1
270 760 7
185 532 2
601 501 5
643 229 10
821 556 6
39 607 21
588 1003 20
958 259 9
381 742 2
983 68 6
168 1004 18
381 969 1
155 174 13
146 369 7
167 152 76
10 656 23
765 961 11
232 249 23
296 116 11
810 281 3
523 136 8
393 252 14
582 332 3
137 804 23
586 840 10
714 989 3
898 795 8
322 828 29
157 495 5
793 28 65
416 409 0
